headline,title,text
"
Cut down a window frame, if necessary.,
Cut down some wooden boards to make the sides of the box.,
Cut a ¾-inch (1.91-centimeter) thick wooden board to make the base of your box.,
Nail two of the side boards to the base board.,
Nail the other two side boards.,
Get a set of four wooden furniture legs and metal brackets.,
Mark the screw holes for the brackets.,
Drill the screw holes.,
Attach the brackets.,
Twist the legs on.,
Mark the screw holes for the hinges on the frame.,
Drill the screw holes.,
Attach the hinges to the frame.,
Mark the screw holes on the side of the box.,
Drill the screw holes.,
Finish attaching the hinges.,
Paint or stain the table, if desired.,
Apply a waterproof top coat.,
Consider lining the bottom of the box.,
Fill the box.",How to Make a Memory Box Table," Choose a wooden window frame that is the size you want your table to be. Inspect the frame. If the frame has grooved sides with rubber stoppers, it would be a good idea to cut these off using a table saw. This will give you a smoother finish.


You can have a plain window or a window with a grid on it.;
, Choose some boards that are 1 inch (2.54 centimeters) thick and about 6 inches (15.24 centimeters) wide. Cut them down to the length and width of your window frame. Make sure that they match up with the outside edges of your frame.


If you want a shallower memory box, choose boards that are 4 inches (10.16 centimeters) wide.If you want a deeper memory box, choose boards that are 8 inches (20.32 centimeters) wide., The board needs to fit the inside dimensions of your box. You can get these by subtracting 2 inches (5.08 centimeters) from the length and width of your side boards. Use a table saw or circular saw to cut the board.

, Take two side boards, and line them up along the outer edge of the base board. Nail them together that the corner, then nail them to the board itself.

, Take the third board, and nail it to the base board and one of the side boards. Take the last board, and nail it down as well. When you are done, you should have a box. Don't worry about the top (window) part just yet.

, The legs should have screws set into the top for attaching to brackets. When buying the legs, make sure that you buy the matching metal brackets.


If the legs are too long, cut them down with a saw.

, Flip the box over so that the bottom is facing you. Place a metal bracket in each corner, aligning the edges with the base board's edges; exclude the side boards. Use a pen or pencil to make a dot in each screw hole., Remove the metal brackets. Drill a hole over each dot. Make sure that the holes will fit the screws that you will be using., Place the brackets back over the corners. Match up the screw holes. Insert the screws, then drill them into place. Make sure that it is a tight fit., Take a table leg, and place it over the metal bracket. Fit the screw into the hole, then twist it until it tightens., Flip the frame over so that the underside is facing you. Place the hinges on the frame, with the hinge parts lined up with the outside edge. Use a pen or pencil to make a dot in each screw hole.


Make sure that the hinges are on the same side of the frame.
The hinges will be on the back of the table.

, Use a drill to make a hole over each dot. Blow the sawdust away when you are done. Make sure that the holes will fit the screws that you will be using.

, Place the hinges back over the frame. Line up the screw holes on the hinge with the holes on the frame. Insert the screws, then drill them into place., Set the frame down on top of the box. Flip the hinges down so that they rest against the side board. Use a pen or pencil to make a dot in each screw hole.

, Use the same method as you did for the frame. Flip the hinges up first, then use a drill to make a hole over each dot. Blow off any sawdust.

, Flip the hinges back down. Insert a screw into each screw hole. Drill the screws into place.

, You do not have to do this, but it will give your table a nicer finish. Mask off the glass using painter's tape first, then paint or stain the table using your choice of paint or stain.Consider painting the inside of the box as well.

, This would be a good idea, even if you did not paint or stain the table. It will give your table a nicer finish, protect it against stains, and make it easier to clean. You can use a matte, satin, or glossy top coat.If you did not paint or stain the table, be sure to mask off the glass with painter's tape.
If you did paint or stain the table, make sure that you use a top coat suitable for the type of paint or stain you used.

, This is not completely necessary, but it could give your box a nicer finish. Cut down some velvet-textured mat board to fit the bottom of your box and set it inside. Secure the board with some wood glue, if desired.


If you like to travel, consider pasting down a map into the bottom of the table instead. Paint Mod Podge or decoupage over it to seal it in., The beauty of memory box tables is that they are essentially memory or shadow boxes. Open up the table, and set down some treasured items. Include some large, medium, and small items. Group them together. Try to match the theme (such as all baseball-related).


If you'd like some additional texture, set down a piece of fabric in the bottom of the box so that it creates mountain-like folds.
If you choose a beach theme, consider filling the bottom of you box with sand."
"
Draw rough sketch of your desired chair design for kids.,
Prepare your work space, working table, with your carpentry tools available: hammer, jigsaw, finishing nails, wood glue, chisels, sandpaper #120 grit, framing square, pencil, 2x2 wood, and 1x6 wood planks.

,
Draw a pattern of your chair you’re planning to the working table, actual full size measurement.

,
Cut the 2x2 wood according to the measurement 4pcs.,
Cut the wood planks with the size fit to the child comfortable size, cut 4pcs.1x6 inches x 12 inches (30.5 cm).,
Lay-out the wood for rear legs, cut the wood using the jigsaw, the basic bended form for back legs of chair.

,
Mark the height standard for kids & draw a rectangular form and make a hole on it for fittings, using your chisel.

,
Cut 1 x 2 x 11 inches (27.9 cm) lumber for apron, cut both sides insert it to the rectangular hole of the rear legs and the front legs.

,
Cut the front legs and tapered a little the one end for proportion, make a rectangular carve using chisel to connect the other end of apron.

,
After cutting, ready to assemble, put wood glue to the holes and insert it.

,
Check the angle using angular frame, before nailing it, nail the top rail.,
Assemble the apron, insert to the holes both ends, put wood glue and nail it.

,
Assemble the 1x6 wood planks for seat; make sure check the alignment and straight edges.,
Sand down the rough edges, smoother the surfaces and paint it.

",How to Make a Kids Table and Chairs1," Determine the age of the kids using it, check the proper height, size and height fit for the child. Age 5 standard height required is 12 inches (30.5 cm).;
,,, Front legs, 12 inches (30.5 cm) each, & 4pcs. Rear legs, 20 inches (50.8 cm) each cut. Cut 4pcs. 1X2inches to 10 inches (25.4 cm) long wood for apron. And cut 3pcs.1x1inch to 11 for spindle.

, Cut 2pcs.1x6 wood planks to11inches for top rail, cut 2pcs. 1x3 inches for cross rails.

,,,,,, You can put the design shape you wanted like a heart, a circle, or anything you like then cut it using the jigsaw.

,, Use planer.

,"
"
Cut boards for the top.,
Piece the top together.,
Secure the top.,
Add sides (an apron), if you like.,
Cut the pieces for the legs.,
Piece the legs together.,
Stain or paint your coffee table pieces.,
Attach the legs to the top.",How to Make a Coffee Table1," Use a table saw or hand saw to cut boards to the length you would like your coffee table to be. 32 inches (81 cm) is a good length to try, if you’re not sure what size to make it. Cut four standard boards approximately two inches thick and eight inches wide, known as 2x8s, to this length to serve as the top of your table.You can also use 2x4s or other boards. Just cut enough so that the overall width of your coffee table, when the boards are laid side-by-side, will be to your liking.
It is also possible to make a coffee table top from a single, wide slab of suitable wood. However, this might be harder to find at your local hardware store.;
, Put wood glue on the long, two-inch thick sides of the boards you are using for the top, and slide them together so that they form one large, flat surface. Make sure that the ends line up evenly. Use long clamps to hold them in place while the glue dries.You only have to glue the sides of the boards that are touching each other.

, Cut 2x4 boards so that you have two lengths of 32 inches (81 cm) each. Position them so that they lie across all of the boards that you glued together to make the top. Place one on each side a couple of inches from the narrower edge of the top. The narrow ends of the 2x4s should be flush with the long sides of the coffee table top. Attach them to the top using wood screws., This step is optional, but can add a bit of extra charm to your project. Cut two 2x4 boards the length of your table, and two more its width. Cut the ends of each board on their narrow side at a 45 degree angle. Glue the boards to the sides of your coffee table top so that they are flush with the top. Clamp them in place, and nail or screw them to the top once the glue has dried., Using 4x4s, cut four pieces to the height you would like your coffee table to be. Approximately 17 inches (43 cm) should be a comfortable height. You will also need to cut two pieces of plywood to 3.5 inches (8.9 cm) by 26 inches (66 cm). Finally, cut two pieces of 2x4 to the length of 19 inches (48 cm)., Take one of the pieces of plywood you cut and attach one leg to each end, screwing the plywood down on the top (square end) of each leg. Position one of the 2x4 pieces you cut 4.5 inches (11 cm) from the bottom of the other end of the legs. Screw through the legs into the 2x4 so that it sits between the two legs. Repeat this step for the other set of legs., You can choose to paint your table in a vibrant color, use varnish for a natural look, or choose a stain to give it a rich, rustic look. Follow the manufacturer’s instructions, and paint/stain all of the pieces of your table, allowing plenty of time for them to dry before continuing.Usually, manufacturers will recommend sanding the wood surface before you finish it with paint or stain.
For a classy look, you can use a light-colored stain for the tabletop, and a darker one for its legs.

, When everything is dry, turn the tabletop over so that the bottom with the 2x4s is facing up. Turn the legs over so that the plywood attaching them at the top is sitting on top of the 2x4s. Attach the legs by driving screws through the plywood into the 2x4s. Turn everything over, and your table is done!Make sure that the legs are evenly spaced on the bottom of the tabletop before you screw them into place.

"
"
Draw a sketch of kid’s table, measure the standard size and height for your child.,
Prepare your 2x2inches wood, 1x6inches wood planks, 1x3inches woodcut both woods with each measurement respectively.

,
Cut 4pcs.,
Cut 4pcs.,
Cut 4pcs.wood planks 1x6inches to 22 inches (55.9 cm) long each.

,
Assemble the 1”x3” wood for apron and center support, Put some wood glue and nail it.

,
Fix the 4pcs.,
Fix the 4pcs.1”x6”wood planks, makes sure the right alignment and edges fits; use planer to make it straight the edges.,
Sand down rough surfaces of your finished kid’s table, paints it with your colors.

,
Finished.

",How to Make a Kids Table and Chairs2," Standard: Age 5 is 20 inches (50.8 cm) height.

,, 2x2inches woods to 20 inches (50.8 cm) long each for table legs tapered each leg at one end for proportion.

, 1x3inches woods to 19 inches (48.3 cm) long each. Mitered cut both at 45 angles. Cut 1x3inches to 19 inches (48.3 cm) long for center support.

,,, 2”x2” woods, put wood glue, checks the right angle and nail it with finishing nails.

, When you’re sure put some wood glue and nails it using finishing nails. Mitered cut the 4 corners of the kids table to rounded form.

,,"
"
Build a modular coffee table out of crates.,
Put a pallet on legs.,
Use an old door as a coffee table top.,
Repurpose an old window as a table top.,
Repurpose an old suitcase.,
Use reclaimed wood.,
Give an existing coffee table a makeover.",How to Make a Coffee Table2," Look for any kind of wooden crates, like those that hold wine, apples, eggs, or milk. The crates can be new or vintage, but you will need four of the same size. Stain or paint them as you like. Once they are dry, lay the crates on their sides and screw them together so that they form one large square.The sides of the crates will serve as the tabletop.
Use the parts originally meant to hold the wine, milk, or other items as storage or shelf space below the tabletop.

, Find a wooden pallet used for shipping, and four legs from an old piece of furniture or purchased new from a hardware store. Screw one leg into each corner of the bottom of the pallet. Paint or stain the whole table.Add a piece of plexiglass on top of the pallet for a smoother feel., Look for an old wooden door at a thrift store or flea market. Cut the door to about half its size (unless you want a very long coffee table). Attach four furniture legs (new or old) to the flat surface of the door, one to each of its corners. You can paint or stain the door if you like, but for extra vintage charm, leave it as-is.For a sturdier coffee table, you can screw the door to the top of an existing coffee table, or two small end tables of equal size, instead of just attaching legs to the door’s corners.

, Glass makes a nice surface for any coffee table, but the frame of an old window adds a chic touch. Attach furniture legs to the corners of the window, or simply screw the window on top of a basic end table to have a small but unique coffee table.If you have a wooden box approximately the same size as your window, you can attach the two pieces together at their edges with hinges. That way, the window will still serve as the coffee table top, but the box will provide added storage.

, For this project, all you have to do is drill a hole in each corner of the back of a vintage suitcase, with the front-facing portion now facing up. Then, drive screws through the holes and into the tops of four wooden or metal table legs. The closed suitcase serves as a coffee table, but opening it reveals a stylish storage space.For added strength, you can cut a piece of plywood to the size of the interior of the bottom of the suitcase. Place it in the bottom, and drive screws through it into the tops of the legs you are attaching.

, Many cities now have locations that offer reclaimed wood for sale. You can often find beautiful and unique pieces that are great for coffee tables. Find a slab that’s a good size for this purpose, and use a simple finish like varnish or polyurethane to preserve the natural look. Then, attach existing table legs to the bottom.Leave imperfections like knots in the wood for a touch of rustic charm.
You can also build your own legs by using 4x4 wood cut to your preferred length. .
Some reclaimed wood centers also sell stumps or thick slices from tree trunks. If you find one of these, you can also just place the glass top from an old round table on top of the chunk of wood for a simple coffee table., For a really simple project, you can take a coffee table you already have, and paint or restain it. Remove the glass, if it has any, and use paint/stain remover to strip the old finish off. Add a new paint or stain color that you prefer.Old coffee tables can usually be found at thrift stores, flea markets, and yard sales, just waiting for a makeover.

"
"
Buy a cocktail table with a center piece of glass.,
Buy some mood moss, sheet moss, and deer moss.,
Buy some plywood for under the table, with pieces also for the sides.,
Attach the plywood base to the underside of the table.,
Decide how you would like to place the pieces of moss in the holding base.,
Add Styrofoam pieces underneath the moss pieces.,
Add decorative sand for the third element.,
Keep adding the design pieces.,
Attach the glass on the top.,
Done.",How to Make a Moss Table,";
, Having different types of moss will allow you to create a variety of colors.

, Measure the pieces to fit under the glass-top area of the table – one base piece and four sides measuring the same length as the table. Making the sides deeper is better, to create a feeling of depth. Form the base from the plywood for the moss to be assembled on and attached under the coffee table.


Measure twice, cut once.

, Use L wood brackets and some very small screws to keep the holding base in place.


You can purchase thin pieces of wood veneer to include in the design.

, Choose to put different colors alongside each other, to vary the appearance of the moss, and include such additions as pieces of driftwood or branches, to create visual breaks and interesting effects.


Use a good pair of scissors to cut moss into the shapes desired.

, Doing this will help to create a raised effect. This can be done here and there or all the way across, depending on the design you're aiming for.

, The sand can be placed in gaps, to add more visual appeal and a color variant. It can also help bring forth the landscape effect.

,


Make adjustments as you go until you're happy with the design.

,


Note the side table; this is how the cocktail table looked initially.

, Now you have a beautiful moss table.

"
"
Assess your collection.,
Find the right table.,
Purchase glue to hold bottle caps or your collection in place.,
Assemble supplies that will help you build a barrier around the perimeter of your table.,
Purchase resin.",How to Make a Bottle Cap Table with Resin Surface1," For full coverage, you will most likely need a vast collection that that will provide full coverage. When using bottle caps look for caps that are not rusted and still in decent shape. Consider only using bottle caps that hold meaning or significance to you--or just look really cool.;
, Depending upon your collection you may be either looking for a table that can simply display your collection or you may be looking for pure decorative function and plan to cover a piece of necessary furniture. Either way, your collection must be able to completely cover the table top.

, Liquid Nails or Super Glue work well or you could use contact cement for a very permanent solution.

, When you pour the resin, you don’t want it to run off the sides of the table so building a barrier is imperative. Barrier materials can include heavy cardboard, aluminum foil, duct tape and/or any other material that will help you keep the resin on the table and off the floor. Also, locating an exacto knife or box cutter will help you trim away the barrier once the resin has dried.

, Most hardware or home improvement stores will carry pourable resin. Look for something with high gloss in order to give the table that polished finish.

"
"
Sand and smooth the entire table.,
Apply chalkboard paint to the top of the table.,
Add at least 2 to 3 coats to the table top.,
Grab a chalk and enjoy your new table.

",How to Make a Chalkboard Table," Hit the top with extra vigor. You want the tabletop to be smooth and even. Use your clean cloth to remove debris as you work and continue sanding until you have achieved the desired smoothness.


Sand the table legs. Make sure you remove any wood that is splintering or rough.





;
, Apply a smooth even coat making sure the entire top is covered. Don’t glob on the paint as you will be adding several coats.


Allow first coat to dry before adding second coat. For best results, allow your table to dry in a cool, non-humid area.







, The number of coats depends upon your preference and wood consistency of the table (some material absorbs paint more than others).

,"
"
Lay out collection on clean tabletop surface.,
Glue bottle caps and/or your collection in place.,
Build a barrier around the perimeter of the table.,
Mix and pour resin.,
Remove barrier and tape using your knife.",How to Make a Bottle Cap Table with Resin Surface2," Make sure the table is free of debris, dust or dirt before beginning the project. Lay out bottle caps or your collection so you can determine if you like the design.

, Once you are happy with the design, glue the caps in place so they won’t move when you pour the resin. Allow ample dry time before proceeding to the next step.

, Secure the base of the barrier with duct tape and/or painter’s tape. You don’t want any gaps so the resin could drip out. Make sure the barrier is high enough around the sides to hold the poured resin.

, Follow the instructions on the resin box for mixing and then slowly pour over the tabletop. If the resin is not getting between the bottle cap gaps, use a knife to gently spread it over the tops and in between the gaps.


Allow the resin to set and dry for up to eight hours (or according to the resin box directions).

, Carefully run the knife around the edges of the barrier to release the tape. Be careful not to scratch the table as you remove the tape and barrier.

"
"
Search for salvaged materials for your table top.,
Purchase a precut tabletop from a furniture store.,
Select a wooden board from a hardware store.",How to Build Your Own Coffee Table1," One of the surest ways to make your DIY coffee table unique is to repurpose a piece of salvaged material for the tabletop. An old door can be sawn to size for this purpose, as can a piece of wood salvaged from an old building.;
, Some furniture stores sell ready-made desktops and tabletops in several standard sizes. Buying a top like this will help make your DIY coffee table an inexpensive and easy project. Tabletops in solid wood can even be stained or painted to suit your preferences.

, Many home improvement stores will cut wood boards to size for free upon purchase. This option will give you the most control over the exact dimensions of the coffee table without even having to make any cuts yourself.

"
