headline,title,text
"
Get involved at school and work.,
Help clean up litter in water-filled areas.,
Speak up about water issues that affect your community.",How to Reduce Water Pollution3," You can take the same actions at work or school that you'd take at home to reduce water pollution. Look into the policies at your workplace or school and find out if there are changes you could help to facilitate to create a pollution-free environment. Getting classmates, teachers, and coworkers involved is a great way to educate others and make a difference.


For example, you could recommend that your office or school switch to eco-friendly cleaning supplies, and make suggestions as to which ones work well.
You could also put up signs reminding people to conserve water in the bathroom and kitchen areas.

, If you live near a local body of water, there's a lot you can do to help reduce pollution there. See if there's a group working to clean up local beaches, lakes, rivers or oceans. Many cities host clean-up days during which volunteers can come help clean up trash to purify local waterways.


If you can't find a local group working to reduce water pollution in your area, you might be just the person to start one! Consider hosting a cleanup day. Set a date, publicize the event, and have a plan in place for collecting and disposing of the trash.

, Corporations that allow industrial waste to seep into waterways are the biggest culprits when it comes to water pollution.There are regulations in place to prevent this from occurring, but it's still a common occurrence. Find out if there's a certain factory or energy plant in your area responsible for polluting local waterways, and speak up about the problem.


Learn about local and national laws against water pollution and join up with groups working to protect water in your area.Voting for political candidates who strive to protect waterways is a great way to do your part to reduce pollution.

"
"
Find a hospital.,
Get more information about volunteer opportunities.,
Choose volunteer opportunities that matches your interests.,
Determine the requirements.,
Complete an application.,
Get your medical records.,
Complete your interview.,
Attend orientation.,
Be professional at all times.,
Wear your uniform and badge.,
Follow the rules.,
Do not accept gifts.",How to Volunteer at a Hospital," Make a list of hospitals in your area that you are willing to travel to on a regular basis. Volunteering at a hospital is a large commitment. You want to find a hospital that is convenient for you to visit. For example, if you plan to volunteer after school or work, choose a hospital that is close to your job or school. If you plan to volunteer on the weekends, choose a hospital that is close to where you live.


Use resources such as Google Maps, the phone book, and your knowledge of the area.
Don't discount smaller hospitals and clinics.
Search the internet for a phone number for volunteer services, or write down the main phone number for the hospital.;
, Once you have identified hospitals that you are interested in, visit the hospital website to find out about volunteer opportunities. The majority of hospitals have volunteer programs. The website will list contact information for the volunteer office at the hospital. You can call with any questions or concerns you have about volunteering at the hospital.


When you visit the website, look at the different areas within the hospital that accept volunteers.
Make a list of the hospitals that have areas that look interesting to you and are in a convenient location.

, There are many ways to volunteer at a hospital. You can serve patients, families, and hospital visitors.Find an opportunity that matches with your interests. Volunteering should be enjoyable and be beneficial for both you and the hospital.


If there is a special population that you are interested in working with, you should find a hospital that caters to that population.
If you enjoy working with children, try to volunteer at a children's hospital. If you enjoy working with the elderly, try to volunteer at a nursing home.
If you want to interact with patients, you should volunteer in an area that provides direct care to patients.
If you want to help hospital visitors, you may want to volunteer at the information desk or in the gift shop.If you do not want to interact with patients or visitors, you may be able to help with administrative work like filing, or shredding., Volunteer requirements vary among hospitals. The requirements will be different for teens and adult volunteers as well. Hospitals typically have age requirements and expected time commitment (e.g hours per week, six months or one year, etc.). Some hospitals have special summer volunteer programs or internships for students.


Requirements will vary depending on the area that you choose to volunteer in as well. For example, at one hospital, you can start volunteering when you are 15 years old, but you cannot interact with patients until you are 18 years old.If you are under the age of 18, you will need permission from your parents to volunteer at the hospital.

, You will need to fill out a volunteer application at the hospital. Often, an application can be completed online or downloaded from the hospital website. Typically, a member of the volunteer office will contact you to once your application has been received and notify you of the next steps. Make sure you include the specific areas that you would like to volunteer in on your application.


Choose more than one area of interest on your application in case you do not get your first choice.Most hospitals will conduct a background and criminal check as part of your application.
Get your application in as soon as you can. Slots may be filled on a first-come, first-serve basis.
If you are applying to a special summer program, check the application dates. The dates may be different than the deadline for other types of volunteers., Typically, hospitals will require that you have a received your MMR (Measles, Mumps, Rubella) vaccine and a recent Tuberculosis (TB) skin test. If you have already received these vaccinations, you will need documentation of your results. If you have not received these vaccinations, you will need to have them before you can volunteer at a hospital.


Some hospitals also require a influenza (flu) vaccination and Varicella (Chicken Pox) vaccination or immunity.Visit your primary care physician or local health department if you need to get your vaccinations and TB test.

, Many hospitals like to interview potential volunteers. Be prepared to answer some questions when you go in for your interview. Why do you want to volunteer at the hospital? What would like to do as a volunteer? What are your interests? Do you have any special skills? How did you hear about the hospital volunteer program?It may help to think about these questions and write down the answers before your interview.
Do not think of the interview as a formal job interview. The hospital is really trying to find a volunteer placement that is a good fit for you.
Give honest answers and be yourself during the interview.

, You will typically be required to attend some sort of orientation before you begin volunteering. The orientation will cover many topics such as hospital policies and procedures, volunteer requirements and expectations, and the history and mission of the hospital. In addition to a general orientation, you may receive training in your specific volunteer area.


Orientation may be onlineor at the hospital.At some hospitals, you may attend orientation before you complete your application. If this is the case, you will receive information about the application and interview process during orientation.Pay attention and ask questions during orientation. This is also a good time to meet some of the people you may be working with.
You will receive your assignment at orientation as well.

, Although you are not an employee, you should still be professional. Show up to work on time, treat patients and visitors with respect,report any unsafe conditions, and do not use your cell phone while you are volunteering. Your professional conduct contributes to a safe environment for both you and the hospital patients, visitors, and employees.


Also avoid giving your contact information to patients and visiting with them outside of the hospital. Professional boundaries can become blurred when you share your personal information with patients. Crossing this boundary can cause patients to become dependent on you, make you feel burdened or stressed, and cause you to be less objective when helping the patients and families.Unless you are required to touch the patients as part of your job, you should avoid any physical contact. Refraining from physical contact is for the safety of both you and the patient. You do not want to pass germs back and forth between you and the patients.

, Most hospitals require volunteers to wear a uniform.Your uniform will let patients, visitors, and hospital staff know that you are a volunteer. Keep your uniform neat and clean. You are representing the hospital when you are wearing it. Your name badge should always be visible as well.


If you lose your badge, let your supervisor know.
There may be other dress code guidelinesin addition to your uniform such as wearing flat, close-toe shoes.
Be prepared to pay for your own uniform.

, As a volunteer, you must respect the privacy of all the patients at the hospital. Do not share any patient's medical information, name, address, phone number, or any other identifying information with anyone. You are also responsible for knowing and following the other policies and procedures (e.g. emergency procedure, infection control, etc.)If you are ever unsure about something, consult your volunteer handbook, your supervisor, or the volunteer office.
If you want to tell someone a story about some of your work at the hospital, be careful not to include the patient's name or any specifics in your story.

, When you volunteer on a regular basis, you will begin to develop friendships with some of the patients and families. Patients and families will be grateful for all the help that you provide and may try to show their gratitude by giving you a gift. However, volunteers should never accept gifts from patients.If a patient gives you something, try saying ""This is very nice of you, but I cannot accept this"" or ""You are very kind, but no thank you.""If a patient insists that you accept something, take the gift and give it to your supervisor. Let your supervisor know that you politely declined the gift, but the patient insisted that you take it.
Although you are not a paid employee, you are still considered a professional. Accepting gifts can compromise the relationship between you and the patients. For example, some patients may expect special treatment or favors from you after you accept a gift.Some hospitals have strict policies around this. You could lose your volunteer position at the hospital.

"
"
Eat a snack before shopping.,
Try a new food.,
Download a smartphone app to help you shop smart.",How to Minimize Food Waste1," Schedule your grocery shopping after a meal or be sure to have a satisfying snack before heading to the store. Shopping while hungry can cause you to purchase more food than you would normally buy, which could lead to food waste., Don’t be afraid to step out of your comfort zone and try new produce. Choosing a new and foreign fruit or vegetable can encourage you to learn new preservation tricks or new dishes to make. This will encourage you to use produce right away instead of letting it sit until it wilts and eventually rots.


If you have never tried a dragon fruit, you could try making dragon fruit sorbet.
You could also try ugli fruit and add it to a salad or a smoothie!

, There are a variety of applications for your phone or tablet that can help you get the most out of your grocery shopping. Some apps will allow you to create a shopping list, tabulate expenses, record expiration dates, and more. Knowing when your groceries expire will help you reduce food waste.


The Green Egg Shopper app allows you to enter “use by” dates so that you never miss one and let food go to waste.StillTasty.com offers plenty of information on the shelf life of food and how you can properly store food to avoid it from spoiling too quickly. They also offer an app compatible with Apple devices.Cozi offers a free web-based tool that allows you to enter your shopping list and plan meals. This can help you stay organized with your groceries and prevent food waste.MINI Fridge allows you to track what’s in your fridge by “use by” and expiration dates."
"
Contact your local animal shelter or humane society.,
Consider which animals you want to work with.,
Learn about the available volunteer positions.,
Make sure that volunteering will fit with your schedule.",How to Volunteer at an Animal Shelter1," The organization may have a contact person or ""volunteer coordinator"" who can help you get involved at their facility. Visit a shelter's website, and check for any information that is listed for volunteers. Some shelters will not offer much information on their websites, and some may not have websites at all.


Look online for shelters near your home or office. Consider the distance from your home, the type of animal, and the needs of a given shelter. If two animal shelters are right next to each other, but one of them is in more urgent need of volunteers: it may be best to choose that shelter.;
, Most shelters take in dogs and cats, but you may be hard-pressed to find a center that deals with more exotic pets. You may be able to choose between working with dogs and cats, or you may be asked to deal with both. Bear in mind that you may not even be allowed to work with the animals at first. You often need to work at the shelter for a while before you can handle animals directly.

, Depending on the shelter, you may be assigned to a specific job, or you may perform various tasks as need arises. You may be required to complete a certain number of hours of support tasks before you are allowed to work directly with animals. Laundry, dish-washing, floor-mopping, and office work are often necessary to keep a shelter running smoothly.


Ask about volunteer programs on- and off-site. Most shelters need people to help in the facility: walking dogs, handling cats, and grooming various animals. However, many shelters also have off-site adoption events or fundraisers with which you might be able to help.
If you have any special skills that relate to shelter work: tell the shelter! Volunteers can provide website support, offer legal aid, donate medical services, photograph adoptable animals for the adoption websites, or even create and donate original art for sale to benefit the shelter.

, Most volunteer opportunities occur during a shelter's open hours, although you might also be asked to care for animals and do maintenance work during the off-hours. Shelters are usually open seven days a week, with slightly fewer hours on Saturdays and Sundays.

"
"
Read your state and city's land use code.,
Meet with your contractor or architect to discuss what changes will need to be made with the landscape.,
Call an arborist or landscape architect to appraise the stability of your current trees.,
Hire a landscape architect to handle the entire landscape plan for your construction area.,
Consider relocating smaller trees to other parts of the property.",How to Protect Trees During Construction1," Many cities have rules about removing trees and protecting them during construction. Share any applicable rules with the interested parties on the project.;
, If you are doing a small renovation, some trees may not be affected at all, while others may need to be protected or removed.

, If some of the trees are dying or are not structurally sound, they may need to be removed instead of saved.


You should be especially conscious of older, mature trees. These trees often pose a risk to structures if they fall. They also have a harder time adapting to environmental changes than younger trees. If these trees will be within 5 feet (1.5 m) of your new construction, you should remove them.

, The architect can handle the transplanting of trees, removal of trees and protection of others. You should approve a plan to landscape the area before construction starts.

, If they are at risk, you can hire an arborist to help you safely move and replant the trees where they will thrive.


Tree species adapt to change differently. Consult the table of relative ease of adaptability at ext.colostate.edu/pubs/garden/07420.html before making your decision to move or protect a tree.

"
"
Research which foods keep well as leftovers.,
Cook with portions in mind.,
Use perishable food quickly.,
Use food scraps for other purposes.",How to Minimize Food Waste2," Certain foods do not hold up well as leftovers and some make excellent leftovers! Knowing which foods you should consume right away and which ones will make great leftovers will help you know how much to prepare.


Search for recipes that make delicious leftovers. There are plenty of websites, like Allrecipes and BBC Good Food, that list recipes specifically for this purpose.In general, foods with fresh (not cooked) produce will not make good leftovers. The produce will be wilted and mushy by the time you are ready to eat it.

Curries make great leftovers because of the herbs and spices in the sauce release, even more, flavor the longer they are kept.
Beans and legumes can last up to five days as leftovers and are very tasty!, If you’re cooking for yourself or one other person, be wary of the quantities listed in a recipe you may be preparing. If the recipe was designed with a family in mind, it may not be practical to assume you’ll be able to eat the leftovers yourself.If the recipe is for a family and you are only cooking for one or two, cut the amount of ingredients listed in the recipe by half. You may also need to reduce the cooking time.
Look for recipes that are aimed at individuals who are only cooking for one or two people.

, When returning from the grocery store, use your perishable produce as soon as possible. Produce will begin to rot within a week or two so it is important to use it up first so as not to waste food.


Determine which recipes the produce will be used in right away to ensure that all of the produce gets used.
You can use the produce to make preserves or for pickling.
Freeze the produce for later use.

, There are many ways that you can utilize scraps of food, instead of throwing them in the garbage or into the garbage disposal.


When buying chicken, purchase the bone and skin versions and cut it up yourself when you return from the store, instead of buying the boneless, skinless kind. The bones and skins can be used in combination with vegetable trimmings to make a sizable amount of chicken stock.You can strain and store the excess bacon fat in a pan after frying up some bacon strips. After it cools down, it yields a shelf-stable cooking oil with a delicious flavor.

"
"
Freeze food.,
Can food.,
Dehydrate food.,
Pickle food.,
Ferment food.",How to Minimize Food Waste3," Freezing is one of the most common ways of preserving food. Keeping the food at freezing temperatures generally, prevents microorganisms from increasing in number and spoiling it. Freezing can thus be an effective way to preserve the nutrients. Freezing food will change its texture after it is reheated so it is best to avoid freezing things like creamy sauces or yogurt, basil, parsley, soft cheeses, apples, lemons, cucumbers, celery, onions, and more., A great way to preserve food is to learn how to can, if you are not already familiar with it. Canning removes oxygen and prevents the growth of bacteria that spoils food. There are a number of techniques for canning that you can choose from.


Canning in pressure cookers involves using a pressure cooker to create enough pressure and heat that will create a seal to keep air out and liquid in. This is the safest method for preserving meats, vegetables, poultry, and seafood.Canning in a boiling water bath is ideal and safe for tomatoes, fruits, jams, pickles, and other preserves.

, Dehydrating food involves eliminating the water that is in food, leaving you with a dried version. This is popular because it is all natural, makes food portable, and can be delicious. Try dehydrating food like apples, tomatoes, broccoli, or carrots with an oven or a dehydrator.

, Pickled foods are soaked in solutions that prevent the food from spoiling. Pickling can be done without canning and usually involves the use of vinegar or a salt brine. Don't limit yourself to pickling pickles - you can also preserve yellow squash, green beans, and cherries in this way., Fermenting and pickling have similar preparation processes but the methods preserve food in different ways. Fermentation uses a process called “lacto-fermentation” to preserve food and enhance the nutrient content. You can ferment fruit as well as ferment vegetables.

"
"
Organize the shelves in your fridge.,
Store vegetables appropriately.,
Store fruit accordingly.",How to Minimize Food Waste4," Knowing how to arrange your refrigerator will help your groceries last longer because the various areas in the fridge are different temperatures and some groceries need to be colder than others. This practice will also minimize food waste. Dairy products should be stored at the top of the refrigerator, where it is coolest.
Store meat and fish on the shelf or shelves in the middle tier(s).
Place cheese and cold cuts in the first drawer below the bottom shelf.
Store produce and fruit in the bottom drawer or a bottom drawer that is humidity-controlled, if applicable.
Store eggs and butter in a compartment protected by a cover in the door of the refrigerator. This prevents them from getting too cold.
Place sauces and dressings in the middle compartments of the refrigerator door.

, Certain vegetables do best outside of the refrigerator and some should be refrigerated immediately after purchasing.Store garlic in an area that is dry and well-ventilated.
Keep onions and potatoes separated, as they cause each other to spoil faster.
Store sweet potatoes in a place that shields them from heat and light.
Most other vegetables should be refrigerated.

, Most fruit needs to ripen or soften at room temperature before refrigerating, and certain fruits should be stored in the refrigerator immediately after purchasing. Still others can be stored at room temperature without fear of spoiling too quickly.Bananas, honeydew melons, kiwi fruit, mangos, nectarines, pineapples, etc. need to ripen at room temperature before refrigeration, or else they can lose flavor.
Most berries need to be refrigerated immediately after purchasing. Leaving them at room temperature will increase the rate of decay.
Apples, many citrus fruits, and watermelon can be stored at room temperature. However, they will generally last longer if refrigerated.

"
"
Clear out the clutter in the refrigerator.,
Use FIFO.,
Keep track of what gets thrown out.,
Donate to food banks.",How to Minimize Food Waste5," A cluttered refrigerator will prevent the air from properly circulating and cooling the food that is stored. You’ll want to start by learning the best way to organize your fridge.


Empty out the fridge and clean it thoroughly.
Discard food that has spoiled.
Organize the food bins. Certain bins are designated for produce, meat, and cheese.
After filling the bins, start adding the rest of the food.

, FIFO stands for First In, First Out and is a standard practice in restaurants and commercial kitchens. When unpacking groceries at home, place older products in the front and store the new products in the back. This will ensure that you are using up the older groceries first before they spoil. , Keeping a list of what you have thrown out can serve as reminder to rethink purchasing it next time. If you didn’t use it before, perhaps you just aren’t inclined to eat that food and it will go to waste if you buy it again.

, Instead of throwing something out that you do not want to eat, consider donating food to a food bank. This will both prevent food from going to waste and allow you to help others in need.


Search online for food banks in your area. You can also ask friends or family if they know of any and can direct you.
Once you have designated a food bank in your area to donate to, look online or call to find out what kind of food they do and do not accept.
Most food banks will not accept food that has not been prepared in a kitchen that is licensed to process or prepare food.
It is generally acceptable to donate non-perishable food that is sealed or in cans that has been purchased from a store.

"
"
Make yourself available wholeheartedly to the cause.,Check at local food pantry or other non-profit organization whether they are hosting this type of activity

,
Sign up and make sure to ask what are the specific needs that are currently in deficit.,
Sign up for the serving opportunity such as: cooking the foods, serving to the homeless, teaching the homeless language or other skills, counseling the homeless on their personal, financial or family problem based on your skills and ability.

,
Be open-hearted and pace yourself so that you can juggle your family time as well.",How to Volunteer at a Homeless Shelter," You cannot be just lukewarm since it will not help the people you are helping.;
,, It could be baby food, rice, sugar, flour, dried noodle, canned vegetables and beans, macaroni, fresh fruits, or it could be clothing, blankets, sleeping bags, bed sheets, pillows, laundry detergent, shoes, socks, bags, and so on.

,, It will be even better if some of your family members want to join you together to volunteer in the homeless shelter

"
