headline,title,text
"
Draw the handle of the sword.

,
Draw a semi-circular shape attached to the handle to represent the hand.

,
Draw five lines that will represent the fingers, place markers to remind you where the joints are.

,
Make small cylindrical shapes over the lines you have drawn to help you shape up the fingers.

,
Draw part of the forearm.

,
Draw curved lines for the creases on the hand.

,
Using a marker, draw the hand and erase unnecessary lines and curves.

,
Here is an example of how this angle of the hand is used in an anime drawing.

,
Finished.

",How to Draw Anime Hands4,",,,,,,,,"
"
Draw a shape with four angles, make the upper line slightly curved.

,
Draw lines that represent the fingers, place marker to remind you where the joints are.

,
Draw cylindrical shapes over the lines to make the fingers.

,
Draw part of the forearm.
,
Draw curved lines for the creases on the hand.

,
Use a marker to outline the hand and erase unnecessary lines.,
Here is an example of how to use this drawing on your anime character.

,
Finished.

",How to Draw Anime Hands5,",,,,, Add details to make it more realistic.

,,"
"
Draw a bean like shape to represent the ball of the hand.

,
Draw five slanted lines to represent the fingers.,
Add cylindrical circles over your outline to make the shape of the fingers.

,
Draw part of the forearm.

,
Draw slanted lines on the ball of the hand to make the creases.

,
Using a marker, draw the outline of the hand and erase all unnecessary lines for a clean finish.

,
This is an example of how you can use this angle of the hand on your anime character.

,
Finished.

",How to Draw Anime Hands6,", Mark the location of the finger joints.

,,,,,,"
"
Draw an outline of the head using a pencil, this will serve as your guide in drawing the hair.

,
Draw the type of hairline you want for your female character.

,
Using your imagination, picture out the hairstyle you want.,
Add more detailed lines to the initial style you envisioned to make the hair more realistic.

,
Use a dark marker on the outlines of the hair you have drawn and erase all unnecessary lines and curves from your outline.

,
Once you have drawn your desired hairstyle, you can now add more details to your drawing like the eyes, etc.

,
Apply color as desired.

,
Here are some examples of the most commonly used anime hairstyles for female characters.

",How to Draw Anime Hair2,",, For most female characters, the hair is usually longer.

,,,,,"
"
Draw an outline of the head using a pencil, this will serve as your guide in drawing the hair.

,
Draw the type of hairline you want for your male character.

,
Using your imagination, picture out a simple outline of short and spikey hair.,
Add more detailed lines to the initial style you envisioned to make the hair more realistic.

,
Use a dark marker on the outlines of the hair you have drawn and erase all unnecessary lines and curves from your outline.

,
Once you have drawn your desired hairstyle, you can now add more details to your drawing like the eyes, etc.

,
Apply color as desired.

",How to Draw Anime Hair3,",, You can draw zigzag lines along the head, or pointed angles for your hair.

,,,,"
"
Draw an outline of the head using a pencil, this will only serve as your guide in drawing the hair.

,
Draw the hairline.

,
Imagine a long hair style you want and to which direction the hair strands flow.,
Add more detailed lines to the initial style you envisioned to make the hair more realistic.

,
Use a dark marker on the outlines of the hair you have drawn and erase all unnecessary lines and curves from your outline.

,
Once you have drawn your desired hairstyle, you can now add more details to your drawing like the eyes, etc.

,
Apply color as desired.

",How to Draw Anime Hair4,",, Try drawing simple long slanted and curved lines of the hairstyle you want.

,,,,"
"
Draw a sketch for a man’s head to provide framework for the hair.

,
Draw the hair using simple curves or strokes which extend reaching the shoulders.

,
Draw the details for the hair using short straight lines and also curve lines.

,
Trace with a pen and erase unnecessary lines.,
Refine and color to your liking!

",How to Draw Anime Hair5,",,, Add details for the face.

,"
"
Draw a sketch for a woman’s head to provide framework for the hair.

,
Draw the hair using rounded curves which extend along the framework to the neck.

,
Refine the hair using simple curves and strokes around the hair.

,
Draw details for the face especially the eyes.

,
Trace with a pen and erase unnecessary lines.

,
Color the drawing as you like!

",How to Draw Anime Hair6,",,,,,"
"
Draw the elegant curve for the eyelashes.








,
Draw a partial oblong (not closed) that touches or overlaps the eyelashes.








,
Draw partial oblongs in the middle of the oblong in Step 2.,
Draw two small horizontal ovals – bigger at the left than at the right.,
Draw another brushed curve for the eyebrow, thicker at the right.








,
Refine, then trace with a pen, and erase unnecessary lines.








,
Color like anime!








",How to Draw Anime Eyes2,",, This is for the eye’s pupil.








, Draw another brushed curve for the eyelashes but smaller than the first and add another small curve that extends from the small eyelashes.








,,,"
"
Draw two brushed curves which are thinner at the left.,
Draw a half circle with a small circle at the middle.,
Draw curves to emphasize the skin surrounding the eye.








,
Draw a brushed curve that is even varies in thickness – thickest at the middle and thinnest at the left end.,
Trace with a pen and refine.








,Color to your heart’s delight!",How to Draw Anime Eyes3," The upper curve is also thicker than the one below it.








, Draw near the left end.








,, This will be for the brow.








,,"
