headline,title,text
"
Find a store that sells leather by the strip.,
Find a store, in your town or online, that sells spikes.,
Find a hole punch.,
Measure your arm.,
Draw your pattern on the leather piece.,
Cut out your pattern.,
Make four or five evenly placed holes on either side of the gauntlet.,
Make a pattern on the leather with a ruler and pencil.,
Make sure you like where you're putting the spikes.,
Get a good lace for your gauntlet, string it up, and you're all set.

",How to Make Spiked Gauntlets," You don't need to go crazy on the quality. Just make sure that it isn't so weak that the weight of the spikes will mess up the leather. You need a piece at least 12"" by 18"" (approx 30cm by 45cm).;
, Size is entirely up to you.

, Probably at the leather store is a good bet. This is a metal tube with a sharp end, that you hit with a hammer to make holes.

, Make this a little bit big, maybe an inch or so on each side, just to be on the safe side.

, This is a matter of personal taste. You can go with a square piece, or make it smaller at the wrist, and get bigger until your elbow. For the latter, you want to make it taper into a peak at the top, otherwise its uncomfortable to wear the thing.

, Use a carpet knife or exacto blade. Be very careful with these objects.

, Again, personal taste dictates how many you want. These are for the laces, which hold the thing on your arm. If you want to be fancy, get the little metal rings to put in there at the leather store. If you want straps, you're on your own.

, Or just go crazy and put them in random order. Make a grid on the leather, remembering not to put them too close together, especially if you have large spikes with large bases on them. Then, at all of the spots where the grid lines meet, make a hole. This will take a long time, and it will be loud. Make sure to do this on a work table, or at least on something you don't mind having tons of little round gouges in.

, Pound on spikes can't ever be moved once they're on there, and constantly recreating holes for screw-on spikes will damage your gauntlet - if not make it look tacky. To put on the spikes (for screw-on spikes), put the screw through the back, and put the spike on. Make sure to tighten with a screwdriver, otherwise they run the risk of coming off. Dab the tip with super glue if you're paranoid about them coming off, but be sure to use a little, otherwise it'll spill everywhere and the gauntlets will have off-white splotches on them - and act fast. Super glue can dry in seconds.

,"
"
Wear a dress with a short skirt that extends down to the mid-thigh.,
Find a skirt that uses tulle to create a full, “poofy” look, or buy a separate tulle skirt to wear underneath the skirt of the dress.

,
Look for a sleeveless dress or one with a halter-top.,
Look for dresses with flirty, feminine details like ribbons and bows.

,
Don’t shy away from color.,
Wear a pair of peep-toed stiletto-heeled pumps, ideally with straps.,
Tie your look all together with nylon stockings.",How to Dress Like a Vintage Cigarette Girl1," At the very least, it should go no lower than the knee.;
,, A strapless dress will also work. If selecting a dress with straps, choose wider straps instead of spaghetti straps to keep your look consistent with the fashion of the era. Avoid dresses with sleeves.

,, Bright colors, especially red and pink, are eye-catching and completely appropriate for this costume. A cigarette girl needed to catch patrons’ attention, after all.

,


Match the shoes to the color of your dress.
The higher the heel, the better. If you feel unbalanced in high heels, though, lower heels will still work. Just keep the heel narrow, not chunky.

, Use fishnets or dark nylons to keep consistent with the look of a 1940’s nightclub.

"
"
Wash and dry your hair, leaving it partially damp.

,
Part your hair deep on one side.

,
Use a 1-inch diameter curling iron to curl a small section of hair.,
Open the curling iron slightly and gently slide the curl off the barrel.,
Pin the curl in place with a bobby pin.

,
Repeat the curling process until your entire hair is curled and pinned in place.,
Remove the bobby pins and unwind the curls after you’ve given your hair a few minutes to cool.

,
Use your fingers to loosen the curls into waves.

,
Reposition the waves as necessary using bobby pins.,
Use hair spray to keep everything in place.

",How to Dress Like a Vintage Cigarette Girl2,",, Choose a section from the top layer of your hair, toward the front.

, Do not unwind the iron.

,, Take care of the top layers of hair first, moving from the front to the back of your head, before curling the bottom layers.

,,, The deep part should naturally cause a wave to fall into a peek-a-boo bang.

,"
"
Wash and dry your hair, leaving it slightly damp.

,
Gather a 1"" section of hair from the top layer, toward the front.,
Place a 1"" diameter curler at the tip of the section.

,
Roll your hair tightly around the curler until the curler reaches your scalp.,
Use a bobby pin the clip the roller in place.

,
Repeat steps the curling process until all your hair is set in curlers.,
Check that all the curlers are positioned to pull the hair back and away from your face.

,
Wait 30 minutes or so until your hair finishes drying and then remove the curlers, starting with the curlers you set last and finishing with the ones you set first.

,
Use your fingers to loosen and rearrange the curls.

,
Use bobby pins to keep the hair pinned back behind your ears, exposing the sides of your face.

",How to Dress Like a Vintage Cigarette Girl3,", Draw the section straight out at a diagonal angle from the side of your face.

,, Roll away from your face, taking the section of hair as far back along the side of your head as possible.

,, Start with the top layer, moving from the front of your hair to the back, before moving onto the bottom layer.

,,,,"
"
Obtain a long cardboard box with low sides.,Paint the box black or white, depending on which color better matches your dress.,
Use a hole punch, scissors, or screwdriver to punch holes into two opposing sides of the box.,
String a thick, glossy satin ribbon through the holes.,Knot the ribbon on the inside of the box’s holes to keep it in place.",How to Dress Like a Vintage Cigarette Girl4," Boxes that contain canned goods or lids of larger boxes are good options to consider. The sides should only be two or three inches high.

,, The holes should be mid-way between the two ends., Choose a ribbon color that contrasts with the color of your dress. For example, if you have a red dress, opt for black ribbon. If you have a black dress, opt for a red ribbon. The ribbon should be 2–3"" length. It must be long enough to reach around the back of your neck, holding the mock cigarette box in place just below your bust and above your belly button.,"
"
Don a 1940s style hat.,
Consider wearing a miniature top hat decorated with a plume of feathers instead of a traditional pillbox hat.,
Wear white satin gloves.,
Fill your cigarette box with small items to make it seem more realistic.",How to Dress Like a Vintage Cigarette Girl5," Look for a pillbox hat that matches well with your dress and keep it fastened in place using bobby pins.

, This option emphasizes the showy, nightclub origins of the cigarette girl., Keep the gloves short, only covering up to your wrist. Avoid long gloves., Chocolate cigars and candy cigarettes are good options since they mimic the real thing. You may also fill your box with playing cards and other similarly sized objects."
"
Love your music: Everybody knows a look without a background is nothing.,
Be original: This should be a huge part of your life.,
Enjoy : Despite from what many people think, indie is not about being boring, you should actually be a really active person, and knowing the right places in your city.,
Love vintage: That's right.,
Get the look: Basically go for a grunge look, but taking it to today's fashion.,
Accessorize.",How to Get an Indie Rockstar Look," So, before you start looking like an indie rockstar, you should listen to the right music. This will make the entire process a lot more natural. You are not limited to stereotypical indie bands such as Arctic Monkeys or similar. Indie people are known for being really open to any sort of music, and knowing a lot about it. You should be able to maintain a conversation about any of the different ages of rock (classic, art, punk, metal, stadium, grunge, indie) because these are the ones who created the whole indie movement. If possible, join a band, sing or play an instrument.;
, Indie people love art above all things (even more than coffee) so express yourself through art. Paint, photography, music, filming, are all great ways to express your artistic interior. Go for one that suits you the best, or even better, more than one.

, Meaning the right places for vintage shopping, coffee, concerts, art expositions, and so on. Frequently go to them with your friends, and have fun.

, Indies LOVE vintage. Vintage everything,music, clothes, cameras, movies, shows, accessories, and so on. Vintage gives indie a true sense of originality that is hard to find in a mainstream store.

, This mean, mixing a vintage band tee with some black vinyl legging, grey low top converses or flats and a simple black jacket. Some indispensable items in your closet should be vintage tees, flannels shirts and dresses, skinny dark jeans, legging, flats, and great sneakers. In this try to go for Adidas superstars, low top neutral colored Converses (black, white, or grey, if possible) and neutral colored Vans canvas. Ankle boots look really nice too.

, Accessories can make or break and outfit. In jewelry, you don't want anything too big or tacky. A great option would be a simple golden, black or silver long necklace, golden or silver charm bracelets (if you want a more edgy look, you can go for studded bracelets) and simple earrings, just if you want, that match the outfit. Piercings are also a great option for a more edgy look, just keep it simple. A snakebite, a nose ring, maybe some extra studs in your ear. Don't wear two facial piercings at the same time. Another great way to accessorize are scarves. Solid colors, animal print, plaid, or anything that you want, as long as it matches your outfit. Berets give a bohemian look, and are a must and those hippie headbands look really cute. You'll need some simple black or white belts, and maybe a studded one. Sunglasses are CRUCIAL. The ideal would be to have more than one, to match with the outfits.

"
"
Listen to music.,
Watch indie films.,
Go thrifting.,
Talk to people.,
Get invited.,
Be cultured.",How to Follow the Indie Trend," Indie fashion and living is very centered around music. Go to your local record store and browse categories such as 'Alternative', 'Acoustic', 'Pop', and 'Rock'. You don't have to listen to a certain band in order to classify yourself; just do a little research on the bands that you find interesting. You want to be able to converse with others about good music.;
, An indie film is often low-budget and artsy, but you can also find the indie vibe in movies like Juno, The Darjeeling Limited, and even Napoleon Dynamite. The colors are clean, vibrant, and the film gives off a faint antiquity. Often times, cult-classics such as Pulp Fiction, The Good, the Bad, and the Ugly; and Donnie Darko also make their way into indie culture. Once again, you don't have to rant and rave about your favorite movies in order to 'transform' yourself; simply educate yourself on good films by watching them.

, Thrifting means going down to your local second-hand store and choosing pieces of clothing that are interesting and eye-catching. Take a look at the indie fashion gallery 'LookBook', online at Lookbook.nu for inspiration. You can also pick up a copy of Nylon magazine, which features indie fashion, music, and movies. Some prominent street-fashion/indie culture stores are American Apparel, Urban Outfitters, and Forever21.

, Chat with local music junkies, chat online at Myspace or Facebook, find out who knows what about different shows and go to them. Showing up at a local venue for a concert really puts you right in the center of the indie trend and you can make friends that enjoy listening to the same music. House parties are another great way to meet new people with similar music and fashion interests.

, Party and dance! You don't have to muscle your way into a popular shindig in order to get noticed. Take it easy. With time, you will find yourself at parties here and there, and maybe eventually you will have your own!

, Indie people are often identified by their eclectic taste range. Educate yourself on all different kinds of movies, music, literature, and more.

"
"
Wear a matte foundation that matches your natural skin tone.

,Layer on a powder blush to give your cheeks a bright, rosy hue.,Use deep red or bright red lipstick—depending on which suits your skin tone better.,
Give yourself “doe eyes.”

Use black liner to line both the top and bottom lids.",How to Dress Like a Vintage Cigarette Girl6,",,,
Run black mascara through your lashes or use fake eyelashes, if desired.

"
"
Browse thrift shops for a vintage 1940s dress, satin gloves, and hat.

,Check out nearby department stores, since many may carry 1940s-inspired pieces.,Search party stores for cheap wigs or pre-made costumes.,Shop for dresses and accessories online.",How to Dress Like a Vintage Cigarette Girl7,",,,"
