headline,title,text
"
Start the quest.,
Go to the area as pointed in the map.,
Find the person to intimidate.,
Intimidate the person.,
Continue intimidating.,
Go back to Farkas.",How to Complete the Hired Muscle Quest in Skyrim," Head to Jorrvaskr, the easternmost hall in Whiterun, and talk to Farkas, one of the members of the Companions. Ask him for a job, and he will tell you to that a specific person is causing trouble in a certain place. He’ll tell you that you need to go to that place and intimidate that person to fix the problem.


The person and place you need to go to will be at random, so make sure that you pay attention to what Farkas is saying to get the full details of the quest.;
, Open your map and you’ll see that a new location has been marked with a pointer. Go to that place marked on your map to continue with your quest.

, Once you get to the place marked on your map, roam around the area and look for a non-playable character with an arrow marker on top of his or her head. An arrow marker means that this is the person you are looking for.

, Approach the person and talk to him or her. The non-playable character will speak a short dialogue, and afterwards, a speech menu will appear on the screen.


Select “Intimidate” from the speech menu, and your character will say something intimidating.

, Depending on the character you’ll have to deal with, you might need to intimidate the person more than once. Continue intimidating as necessary until the target person breaks.

, Once you’ve broken the target person, head back to Whiterun and report to Farkas to complete the Hired Muscle mission.

"
"
Head to Riverwood.,
Speak to Alvor or Gerdur.,
Visit Whiterun.,
Locate Jarl Balgruuf the Greater.,
Speak with Jarl Balgruuf.","How to Complete the ""Before the Storm"" Quest in Skyrim"," Once you emerge from the cave after escaping the dragon who attacked Helgen, follow the path to Riverwood. It does not matter who you chose to follow—both Ralof and Hadvar will head to Riverwood as well. It is possible to lose them and arrive there first.;
, Alvor is the town’s blacksmith in Riverwood and is located on the left-hand side on the street leading into Riverwood. Gerdur can be found at the lumber mill in Riverwood. Both contacts will tell you to contact the Jarl of Whiterun on the dragon attack.You can also go directly to Whiterun without speaking to Alvor or Gerdur.

, Exit Riverwood to the north and follow the eastern path with the nearby rapids. Immediately head west once you cross over the bridge closest to Whiterun. You will pass the Chillfurrow Farm and the Honningbrew Meadery. Continue the path to Whiterun until you reach the main gates. A guard will stop you and tell you the city is closed due to the recent dragon attack. Tell the guard that Riverwood calls for aid and he will let you through.

, The Jarl can be found in Dragonsreach, the building towering over the others in the city. Once you enter Whiterun, go straight until you reach the market square and make a left up the stairs. Pass the large tree and make your way up the flight of stairs to Dragonsreach.

, Start a discussion with the Jarl regarding the recent dragon attacks. Once you have finished talking, the quest will be completed. You will be rewarded with either heavy or light armor which has a chance of a random enchantment.

"
"
Visit Froki Whetted-Blade at Froki’s Shack.,
Slay the Guardian wolf.,
Execute the Guardian skeever.,
Annihilate the Guardian mudcrab.,
Return to Froki.,
Attack the Guardian sabre cat and kill it.,
Slay the Guardian mammoth.,
Locate the Guardian bear and kill it.,
Return to Froki.,
Slay the Guardian troll.,
Return to Froki.","How to Complete ""Kynes Sacred Trials"" in Skyrim"," The shack is located near Autumnwatch Tower, on the side of a cliff. You will find Froki and his grandson Haming in the small house. Froki will ask you to kill three guardian beasts.;
, The wolf can be found west of Lakeview Manor, just north-east of Falkreath in the Falkreath Hold.

, You can find the skeever in the Windward Ruins, just southwest of Dawnstar.

, Located at the Fossilized Giant Mudcrab, an unmarked location, you will find the mudcrab. This location is located between the Broken Fang Cave and the Gjukar’s Monument. You will find normal mudcrabs as well as the guardian.


Located close to the pond is a skeleton that can be searched as well as a shield and a sword.

, Once you have slain the three guardians you must return to Froki. Froki will ask you to kill another three beasts which are tougher than the previous three.

, The sabre cat can be found northeast of Journeyman's Nook which is west-southwest of Bleakcoast Cave and southeast of Winterhold. The cat is located at the water level.

, You will find the mammoth southwest of Heljarchen Hall, west of Loreius Farm, and south of Dawnstar.

, Finally, the bear can be found north-east of Twilight Sepulcher, west of Falkreath, and south of Knifepoint Ridge.

, After the three beasts are killed, return to Froki for the next part of the quest. He will instruct you to kill the final beast called the Troll Champion., You can locate the troll in Graywinter Watch cavern. The cavern is near The Ritual Stone, just east of Whiterun. You will find an additional two trolls as well as the Guardian.


After you have killed the two trolls and the Guardian troll, you can find Froki’s bow at the camp located on the eastern wall of the cavern. It is sitting on top of a barrel.

, Once you complete the quest, visit Froki again at the shack located close to Autumnwatch Tower. Once you speak with him, you will be awarded Kyne’s Token from Froki. You will also get to keep Froki’s bow. If you don’t mention the bow before you report the kill of the guardian troll, you will be unable to mention it. Regardless you are able to keep the bow for yourself.

"
"
Speak to Mercer Frey.,
Find and speak to Gulum-Ei.,
Steal the firebrand wine from Blue Palace.,
Follow Gulum-Ei into the East Empire Company Warehouse.,
Follow Gulum-Ei into Brinewater Grotto.,
Speak with Gulum-Ei.,
Return to Mercer Frey and give him the new information.",How to Complete Scoundrel's Folly in Skyrim," Mercer will tell you that he believes he has finally caught the unknown adversary. From a note provided by you, Mercer claims that they are using an old Guild contact located at the East Empire Trading Company. Mercer tells you to speak with Gulum-Ei as he suspects he has information.Speaking with Brynjolf before you leave will give you more information on who Gulum-Ei is and his involvement in the Guild. Brynjolf recommends you to follow Gulum-Ei or bribe him for more information.
Do not kill Gulum-Ei as you will not be able to get information from him and will cause Mercer to not give you a reward.;
, You can locate Gulum-Ei at the Winking Skeever in Solitude. You will need to bribe him in order to get information. He will ask you to steal a case of firebrand wine for his client which can be stolen from the Blue Palace.


If you have a high enough speech skill you can get past the bribe. It is recommended that you have a speech skill of 50 or higher.

, The Blue Palace is close to the entrance and can be simply picked up. Bringing the wine back to Gulum-Ei will result in him telling you that he knows only that the woman in question has a nasty grudge against Mercer Frey. He will then head towards the docks away from Solitude and into the East Empire Company Warehouse.


Gulum-Ei can be pickpocketed to get the key to the warehouse, making it easier for you to break in.

, You need to follow him into the warehouse while remaining undetected. You will be required to pick the locked door leading into the warehouse if you didn’t pickpocket Gulum-Ei. Stay on top of the shelves to avoid guard patrols. There is a small ramp at the entrance to get on top of these shelves. Once you reach the end of the shelves there will be stairs leading to a small ledge. At this point it is best to use the water to avoid detection. Gulum-Ei will enter a hidden door leading to the Brinewater Grotto.


You can stay under water to remain undetected from the guards.
If the guards are alerted, they will attack and give no bounty.

, Sneaking can be tricky as there is a guard in the water and many others patrolling the area. It is possible to swim underwater to avoid being caught.


To the right of the stairs after you see the two bandits talking on the dock, you will see a spider web which can be cut down and allows you to avoid detection. There are three frostbite spiders which you will have to kill.

, Once you reach Gulum-Ei, he will identify the real target, Karliah. Gulum-Ei can be killed, but you will not receive an award from Mercer.

, Tell Mercer about the new information you have discovered. This will complete the quest and begin the next quest called Speaking With Silence.

"
"
Kill Narfi.,
Assassinate Beitild.,
Find Ennodius Papius and execute him.,
Murder Hern the vampire.,
Locate Lurbuk and slaughter him.,
Kill Deekus.,
Slay Ma'randru-jo.,
Find and assassinate Anoriath.,
Murder Agnis.,
Annihilate Maluril.,
Find and slay Helvard.,
Complete the contract and kill Safia.",How to Complete Nazir's Contracts in Skyrim," Narfi is located in Ivarstead near an abandoned shack. Wait until 6:00 PM until Narfi enters the shack for the night. Enter the shack and kill Narfi to avoid being caught. You will receive 400-750 septims.;
, You can find Beitild near the Iron-Breaker Mines in Dawnstar, close to the guards. There are many different methods of killing Beitild, however the easiest is talking to her and claiming you are part of the Dark Brotherhood. She will then attempt to attack you. Run out of the town and make sure she follows you, then kill her outside of town. 400-750 septims will be rewarded to you for completing this contract.


You can reverse pickpocket her with poison to kill her.
Breaking into Beitild’s house at night and killing her when she is alone is a great way to not get caught.
The next best option is to sneak-kill her with a bow. The best position is on top of a building on the roof. Make sure Beitild and the guards are unable to detect you, then shoot her with your bow.

, Ennodius is located just west along the river close to Anga’s Mill in Windhelm. He can be seen alone beside his camp site, a perfect place to take him out with no witnesses. Once killed, you will be rewarded 400-750 septims.

, Hern is a vampire located at Half-Moon Mill. Killing Hern isn’t a problem unless you want to prevent his wife, Hert, from attacking you as well.


Catching Hern in his house while Hert is not home is a quick and easy way to go undetected. You can do this by waiting for Hert to leave the house. You can stop Hern from exiting as well by starting a conversation with him.
If you possess The Master of the Mind perk available at level 100 Illusion, you can make Hert frenzied and have her kill Hern for you.

, You can find Lurbuk at the Moorside Inn in the city of Morthal, in the main room. To remain undetected while killing him, wait until he goes to sleep (2:00AM to 4:30AM) and use a sneak attack to avoid a bounty.


If you possess the sneak perk “Backstab” or Assassin’s Blade, you can kill him by sneaking behind the chair and killing him with a dagger.
It is possible to order your follower to kill him. Remaining undetected will ensure the guards don’t see you. resulting in no bounty.

, Deekus can be found northeast of Dawnstar at Hela’s Folly. If he runs into the water, you will need to use ranged weapons such as the bow or magic to kill him. You are rewarded 400-750 septims for killing Deekus.

, Ma'randru-jo and his caravan can be found outside of major cities or randomly alongside a road. For completing this contract, you are rewarded 400-750 septims.


Killing Ma'randru-jo will cause his entire caravan to become hostile unless you are stealthy.
One of the benefits of being a Khajiit is you will have the option to say ""You are a disgrace to our kind! I spit on your fur!"" causing Ma'randru-jo to turn hostile. This will prevent you from getting a bounty from the guards or turning the caravan hostile., Located in Whiterun, Anoriath follows a pattern. At night he is sleeping in The Drunken Huntsmen in Whiterun. During the day he is located at the market, selling food items. He has the chance of taking a hunting trip from time to time. 400-750 septims are awarded.


Attempting to kill Anoriath at night can be tricky due to Elrindir (The co-owner of the Drunken Huntsmen) following you and preventing a stealth kill. He begins to follow you can soon as you enter the room that Anoriath is sleeping. If you are quick enough, you can kill Anoriath before Elrindir has a chance of seeing what you are up to.
The most straight-forward way to kill Anoriath is when he is at his food stall. There is a stream flowing alongside the steps next to his stall. Follow the right side of the stream up to where it begins. This allows you to face Anoriath and perform a stealth kill.
Speaking with Anoriath and choosing the option ""I am the predator and you are my prey"" has a chance of making him hostile. However this doesn’t always work and he may just remark how “disturbing” you are to him. If he does become hostile, the guards will not attack you., Agnis can be found at Fort Greymoor. Depending on whether you completed the Civil War storyline, the fort will be filled with bandits or whichever faction you chose to side with. Sometimes she can be found alone in a small room, allowing for a stealth kill. You are rewarded 400-750 septims for this kill.

, Maluril can be found southwest of Dawnstar, in Mzinchaleft. If you have a high sneak skill, it is possible to go in from the northwest side of the ruins and then go down towards the quest marker. This allows you to avoid bandits hiding out in the ruins. You are rewarded 400-750 septims for this contract.

, Helvard is located in Jarl’s Longhouse in the Falkreath Hold. Helvard will go to sleep at night alone in his room and allow you to kill him without alerting anyone else. Another 400-750 septims are awarded for this contract.


If the Dark Brotherhood dialogue option is available, you can cause Helvard to become hostile first and allow you to kill him without having the guards attack you.

, She can be located on her pirate ship, the Red Wave. If the ship is in port, it can be found docked north of Solitude. The ship has the chance of being out at sea for days at a time. Safia can be seen walking on the lower level of the ship or found alone on parts of the ship. This offer’s for a stealth kill when she is alone. You are awarded 400-750 septims with a 35% increase.


You have the option to start a brawl with Safia when talking to her and avoid the shipmates to become hostile.

"
"
Start the “Blood’s Honor” quest.,
Head to the Glenmoril Coven.,
Find a Glenmoril Witch.,
Kill a Glenmoril Witch.,
Collect the head of the witch.",How to Collect a Glenmoril Witch Head in Skyrim," This is the fourth mission in “The Companions” storyline that you’ll encounter at the early stage of the game once you get to the city of Whiterun. After completing a previous quest called “The Silver Hand,” you need to talk to a man with a white beard and hair named Kodlak Whitemane; he lives inside a large hall, called Jorrvaskr, east of Whiterun. He will ask you to collect one Glenmoril Witch Head.;
, Travel straight westward from Whiterun until you reach a village called Rorikstead. From Rorikstead, travel south until you reach the edge of the map. Here you’ll find Glenmoril Coven. There’s a large dead tree at the cave entrance as a landmark, so it’s hard to miss.

, Enter the cave, and inside, you should see a couple of Glenmoril Witches—creatures that look like an old lady with black feathers sticking out of its body. It also has four long fingers with sharp fingernails, similar to those of birds.

, Once you spot a Glenmoril Witch, attack it with either your weapons or magic spells. These enemies are rather easy to kill, so you can use whatever attack that suits you.

, Once the witch is defeated, approach its body and press the “Search” button as prompted on the screen to search the dead body of the witch. Select “Glenmoril Witch Head” from the list of available loots to save it to your inventory.

"
"
Know the differences in weapons.,
Learn the skills associated with each weapon type.,
Choose a weapon type.,
Craft your weapon.,
Use a grindstone.,
Loot weapons.",How to Choose the Best Weapons in Skyrim," Weapons in Skyrim range from staves to two-handed great swords. There is no right or wrong choice when it comes to weapons because the games skill versatility means that you can be a mage wielding a great axe, or a rogue with a sword and shield if you want. Some weapons are aesthetically more logical for a certain playstyle than others but because enchantments can be stripped off of one weapon and applied to another, the choice is not set in stone.;
, Where things get interesting is how the skill system works with weapons. Each weapon type has a skill tree associated with it. There are three weapon skills: Archery, One-Handed, and Two-Handed. Depending on which type of weapon you want to focus on you will want to level and receive perks for that weapon type.


Archery is best chosen if you want to use bows to do long range attacks.
One-Handed can be paired with Shields or used by a dual wielder. Using shields will add to your overall armor, and using two weapons will stack the bonuses applied from skill perks and enchantments if you take the dual wield perk.
Two-Handed is best chosen if you want to do high direct damage attacks. This bonus to damage is offset by the two hander being slower overall and making it more difficult to block attacks.

, You will want to choose your weapon type based on the way you play the game. If you are a sneaky character, dragging around a big two handed axe isn’t going to benefit you as much as a small sword or dagger. If you are a mage, going for a staff is a logical choice, but not completely necessary., By raising the smithing skill you will have the ability to craft various different weapons. These weapons are some of the best in the game and you can enchant them in anyway you wish using the enchanting skill., Using a grindstone will increase the quality of your weapons. They will then have increased stats and perform better. This is a vital part of keeping your weapons at their highest potential.

, You will find there are a lot of weapons you can buy from NPCs (Non Player Characters) or loot from bosses. Looted weapons will often be identical to the ones you can craft via smithing but occasionally you will find special weapons like Tsun’s Battleaxe which cannot be crafted. If you find a weapon that has a distinct name, keep it, as it is a unique find."
"
Locate Sam Guevenne in any tavern found in capital cities in Skyrim.,
Accept the drinking contest.,
Clean up the Temple of Dibella or pay the fine.,
Head to Rorikstead.,
Speak with Ysolda in Whiterun.,
Head to Witchmist to find the hagraven named Moira.,
Visit Morvunskar and locate Sam.","How to Complete ""A Night to Remember"" in Skyrim"," Once your character reaches level 15, you will be able to find Sam Guevenne. Make sure you visit a tavern located in a capital city., You will challenge Sam to a drinking contest with a chance at winning a staff. After you consume three drinks, you black out and awaken at the Temple of Dibella.

, You are greeted by a priestess named Senna who asks you to pick up a giant’s toe, a Hagraven feather, two bottles of wine, and an odd note written by Sam.


This chore can be bypassed if your speech skill is high enough. You will be able to use your speech skill before each step of the quest.

, After cleaning up the Temple of Dibella, Senna will mention Rorikstead. This small village is located in the Whiterun Hold. Upon arrival, a Redguard named Ennis will claim that you stole his goat, Gleda. You can either retrieve the goat from the giant named Grok or skip the task with a high enough speech skill. Once completed, Ennis will mention Ysolda in Whiterun.


Simply leading the goat back to Ennis is possible while avoiding the giant. However, a follower will automatically attack the giant and force you to have to slay him.

, Ysolda will ask you to locate a ring located in Witchmist Grove from your recently called-off wedding from the night before.

, Witchmist Grove is located south of Windhelm and north of Bonestrewn Crest. Moira can be found near her camp site. Upon speaking to her, she claims you intend to give the wedding ring to Esmerelda and attacks you. Once you kill Moira and recover the ring, return to Ysolda in Whiterun. Ysolda will mention you married someone in Morvunskar the night before and will tell you to visit there.


This task can be skipped if you have a high enough speech skill.
There is a random chance that you don’t visit Moira at all and instead Ysolda sends you to a tower full of mages. You must clear the mages which will cause a portal to appear, taking you to the wedding reception to meet Sanguine.

, Morvunskar is a ruined fort located southwest of Windhelm. In these ruins is the entrance to Misty Grove, the location of Sam and other dinner guests. Once you speak to Sam, he will mention that he is the Daedric prince, Sanguine. You are given two gifts, a Daedric Artifact and the Sanguine Rose. You are immediately teleported back to the tavern where you started the quest.

"
"
Know the difference between light and heavy armor.,
Decide your playstyle.,
Choose your armor type.,
Learn how to craft armor.,
Level up your smithing skill and armor skill.,
Craft your armor.,
Learn how to enchant armor.,
Gather enchanting supplies.,
Enchant your armor.",How to Choose the Best Armor in Skyrim," Skyrim is a vast open world where choices are not as straightforward in other games. While there are two types of armor you can choose from there is no right or wrong combination to choose. However, there are some distinct differences between light and heavy armor and each has its own merits and faults.Both light and heavy armor have their own skill tree associated with them. When you wear one or the other you will level up that skill and be able to put perks that will grant bonuses to wearing either heavy or light armor. You can wear both and level both at the same time, but this won’t benefit you in the long run.
Light armor’s advantages include being less noisy, taking less of a hit on your stamina drain when you sprint, and a low impact on your carry weight.
Heavy armor provides more physical protection. It is easier to craft and has more perks associated with its skill.;
, Your playstyle will drastically impact your choice in armor. Light armor allows for more movement, is quieter, and takes away less stamina. All things that are vital to a thief or assassin type character. A good way to look at it is, if you are going to be a sneaky type character, choose light armor. Otherwise, heavy armor is the way to go.

, Once you have decided which kind of character you are playing, the choice of heavy or light armor is broken down to which kind of armor within that category that you have the level to craft or find.


Armor sets that provide special bonuses if a complete set is worn can be found throughout the game. Many are found in dungeons and caves or off larger bosses. While there are too many to list, you will find many of these sets simply by playing through your quests or exploring in the world.

, Approach any smith in any town and you will be given a quest to learn how to smith. This quest will teach you the basics of smithing and how to craft your first piece of armor. The basics are gather the supplies, use the appropriate workstation to refine the supplies, use the anvil to craft your armor.

, Once you have learned how to craft armor you will need to use the smithing skill making more armor and weapons in order to level it up. The you will want to place perks in the tree until you reach the armor you want to craft. Look carefully at the skill tree at the armor types you can craft so you do not waste perks going up the tree the wrong way to get to the armor you like.

, Once you have the skill to craft the armor you want simply gather the required materials, and craft the armor. Go to any smithing area. Refine your materials. Then use the anvil to craft your new armor., Enchanting armor is pretty simple. You must have learned the enchantment you want to place by disenchanting any piece of equipment with that enchantment on it. You must have a filled soul gem, and use it to enchant your armor at any enchanting station. These can be found in most cities.

, The primary thing you will need when enchanting your new armor is a filled soul gem. You can purchase these from NPC (Non Player Character) merchants or you can use the Conjuration spell “Soul Trap.” You can also get them from mining or as drops in dungeons from mage-like enemies. You will also need armor that has no previous enchantment on it.

, Once you have gathered all the materials and have gained knowledge of the enchantment you want to place on your armor, go to an enchantment station and use it. You will then select your armor piece, the enchantment, and the soul gem. Once selected you will be able to enchant that armor piece.

"
"
Cheat using the console screen.,
Type in the cheat codes you need.,
Download Skyrim mods.,
You can search for a specific one at www.nexusmods.com/skyrim/.",How to Cheat on Skyrim1," While you’re inside the game, press the tilde (~) key on your keyboard, the left-most key along the number buttons on your keyboard.


A small black screen/window will appear, covering half of the upper part of your screen. This is the console screen. Here you can type codes that you can use for cheats.;
, There are a lot of cheat codes available over the Internet, from adding simple items in your inventory to making your character immortal. Here are some of the cheat codes you can use:


tgm—This makes your character completely invulnerable.
unlock—This instantly unlocks any doors or chests without having to use a lock pick.
psb—Your character will instantly learn all the spells available.
player.advlevel—This will instantly increase your character’s level.
showracemenu—This lets you change the race and appearance of your main character.
player.additem ITEM ###—This adds a specific item and amount to your bag. Replace ITEM with the item code, and ### with the amount of that item you want. Item codes can be obtained from walkthrough sites like http://elderscrolls.wikia.com/.
tfc—This lets you change the camera’s viewpoint to Skycam, letting you see Skyrim from above, as if you’re flying.
player.setlevel ##—This is just like player.advlevel, but this sets your character to a specific level, either lower or higher from its current level. Replace ## with the level you want.
kill—This will allow you to kill any non-playable target character.
killall—This will kill every non-playable character in the area.
resurrect—This cheat allows you to resurrect any non-playable character that’s been killed.
player.modav carryweight—This will increase your character’s maximum weight capacity.
sexchange—This will let you change your character’s gender after creating it.
There are several more cheats available online, and players also keep creating more. There are many sites on the Internet, like www.pcgamer.com, that share cheat codes whenever a new one is created or available.

, Mods are modified programming structures of the game created by users, not by Bethesda itself. These mods basically add features that are not present in the games itself, like special kinds of hairstyles, armors, weapons, and more. There are many mods available for download over the Internet; just go online and search for them.

,


Once you’ve downloaded a mod, just install it, and it will be automatically enabled in the game.
Note that installation methods vary from one mod to another; most mods come with installation manuals so getting it to work on your computer won’t be that complicated.

"
