headline,title,text
"
Find out exactly how far it is from the ceiling to the floor of the wall you want to cover, and how wide side to side.,
Browse your local fabric stores or online and find a pattern of fabric that you like.,
Remember that while this is easier to put up than paint, it's more expensive and you won't be changing it very often.,
Figure out how wide the fabric is.,
Buy the fabric in one length or the lengths of the individual pieces you will need (width of the wall + a few inches).,
Buy a spool of upholstery thread that matches your fabric, and a needle for your sewing machine that will handle the thickness of what you're sewing.

,
Pin the pieces together lengthwise so that you can sew them into one large panel.,
Trim the end you didn't line up so it's mostly even.

,
Hem the bottom, and both sides.,
Buy screws.,
Lay the fabric out so that you can access the entire top edge.,
Hold the boards up at the top of your wall, against the other walls and the ceiling.,
Drill a hole through the front of the fabric, the board, and into the wall for the screw.,
Add those nuts to the bottom hem if the fabric doesn't hang straight enough.,
Tack the fabric to the wall down the sides in a few places if needed.,
Enjoy your awesome wall!",How to Decorate an Entire Wall Without Paint," The inch measurement here will likely be close but not exactly what the room is measured at on your floor plan. Write this information down to use later.;
, Upholstery weight fabric is good for this project, although lighter fabric could possibly work. Don't pick something too heavy, faux fur or leather aside from being insanely expensive are likely too heavy for this project.

, Be choosy, pick something you know; you will like for a while! All rules about good taste, tackiness, and matching your decoration apply here.

, Wider is better in this case so if you are torn between two designs, choose the wider one. Now, figure out how many ""widths"" of fabric it will take to add up to the height of your wall plus 2 inches (5.1 cm) at the top, 2 inches (5.1 cm) at the bottom, and an inch for every seam that will have to be sewn. For 2 widths- 5 inches (12.7 cm). For 3–6 inches (7.6–15.2 cm). The width of your wall * how many widths you just calculated will be the length of fabric you will need. If you are trying to match a pattern or stripes so they line up, you will need extra (how much you may want to ask a sewing friend for help if you can't figure out yourself - it will vary depending on the pattern in your fabric). Add about 12 inches (30.5 cm) to this measurement to be on the safe side.

, Try to avoid having any other lengths as it means extra seams. If you allow the person at the counter to cut your fabric, make sure they're reasonably consistent and straight with their cuts. (Some places are lazy and try to get away with otherwise).

,, Match all the sides up on one end, and if the others are a little uneven trim after sewing. Remember that we allocated an inch per seam of fabric total, so each side gets 1⁄2 inch (1.3 cm). Sew one straight line over each seam to hold it better than the pins, then a triple straight line, followed by a zig zag stitch. This is a lot of weight to hold. Be careful, go slow, this is a lot of fabric to work with and handle, and a lot of seam to take out if you mess up. It's pretty simple though.

,, If you overbought fabric for reuse on a larger wall later you can make a huge hem to just fold it back.

, These need to be heavy-duty enough to hold the fabric and you may need anchors depending on your wall. If you have a choice of colors pick something that will match your fabric. You'll also need a drill and drill bit, a staple gun, and staples for the gun. If you used lightweight fabric, you may want to pick up some small nuts to sew into the bottom hem to weight it down if needed. You'll also need some 1*2"" boards, length total to the width of your wall (you'll probably have to cut one of the pieces but most hardware stores will make a cut for free like this- a handsaw will also do if you do it yourself.)

, Place the boards on top of the fabric at the top, so that you can fold the edge of the fabric over the side and onto the top of the boards. Use the staples and staple gun to secure the fabric, starting at one end and working to the other, and holding it taught (width wise not height.)

, Have 1-2 people hold the boards, while another person will be doing the securing.

, Take the boards down and mount anchors if you're using them. Put the screws into these holes. You will be able to see the head of the screw on the ""nice"" side of the wall. If the color matches, or coordinates, nobody will ever notice. If it doesn't, once you're finished mounting them take a bit of acrylic paint that matches your fabric and paint the screw heads. (Ok, we lied, you might use $1 worth of paint that never touches your wall).

, Only use enough to weight it down to hang straight.

, Tiny nails, staples, or thumbtacks will all do the trick. Whatever looks best and will do the least amount of damage to the wall behind it.

, To take it down gather your friends again and go in reverse, untack, then unscrew it, then take the fabric off the board and roll it up to cart off for whatever. A bit of DAP and touch-up paint will take care of the screw holes.

"
"
Make it an accent wall.,
Use an interesting wallpaper.,
Utilize color blocking.,
Place a mural.,
Create a two-tone wall.,
Use Washi tape to decorate the wall.",How to Decorate a Big Wall1," If all of the walls in the room are the same, neutral color (e.g. white or off-white), you could choose a bolder color to paint this wall.For example, cooler colors, such as blue and green, will provide a calming feel.For a more energizing feel, choose warmer colors.;
, If you don’t want to paint the wall, you could choose a bold wallpaper to make the wall more interesting. For example, you might find an interesting argyle pattern or one with a vintage pattern that will give you something to look at besides a plain wall., Color blocking means choosing two or three completely different colors, and then putting them together to create something that looks interesting.For a wall, this can mean painting the wall with different colors, or hanging squares (or whatever shape you would like) of each color. It can even mean simply choosing posters that are made up of one primary color., You can do this by having a picture that you like blown up to a very large, and having it printed as a poster that you can hang on the wall, or having it made into a wall decal you can stick onto your wall.This will make the wall very interesting to look at.


Alternatively, if you don’t already have a picture in mind, you can visit home decor stores, which commonly sell pre-made wall murals. Typically, these are applied as decals, which make it easy to stick to the wall.

, This is done by painting the bottom part of the wall in one color, and painting the top part of the wall in a different tone of the same color. Typically the wall is divided in half, but you can do it however you like.If your wall has wainscoting or bead boarding, which is the decorative panelling that is sometimes present on the bottom portion of a wall, you can use this as a guide to help you decide where to divide the tones.You can also have wainscoting installed to help break up the wall, if you don’t have it already.

, Maybe you rent, and aren’t allowed to paint or nail into the wall, or maybe you want to be able to change your decorations easily. Either way, Washi tape offers a way to decorate your wall in whatever way you want.Washi tape is essentially masking tape with different designs on it. It comes in many, many different colors and designs.
You could try taping large stripes on the wall, or creating a design of your own in the center of the wall.

"
"
Choose paint for a low cost, easy to change option.,
Try wallpaper if it better fits the look you want.,
Use wood paneling.,
Invest in ceramic tile.,
Try vinyl for durability.,
Choose fabric if you want something dramatic.",How to Choose Wall Coverings2," Paint is usually the cheapest option for a wall covering.Paint is available in a variety of colors, as well as in several different finishes, including matte, satin, semi-gloss and high gloss. You may purchase washable paint for easy clean-up. It’s also easy to change if you find you don’t like the color or just want to try a new look.


Additionally, paint can be used in an artful way to create a variety of decorative wall finishes called ""faux finishes."" Examples of faux finishes include marbleizing, stone and faux leather.
For a bathroom, try gloss or semi-gloss finishes for easy to clean painted surfaces.Ask the paint specialist at your local home improvement store for advice on which type of paint meets your room’s needs. Different brands have different recommendations.

, Many people enjoy the look created by printed wallpaper, and it can be easy to create visual interest in your room. While it can be costly and hard to remove, wallpaper can be a good investment.Choose prints that work in the room. A large print can be overpowering, while smaller prints are easier to work with in spaces that have a lot of windows and doors. If you have low ceilings, a vertical print can look wrong.Consider using wallpaper to create accent walls or to make a small space special.
Don’t use regular wallpaper in a bathroom. If you must have the look of wallpaper, try a vinyl covering instead. Vinyl coverings work like wallpaper but are moisture resistant., While wood paneling may make you think of outdated brown paneling, you can create attractive walls with modern wood paneling. For example, white paneling can look great in a bedroom, and you can try creating a wainscoted look in your kitchen, dining room, or hallways with paneling. Paneling comes in an array of finishes and styles and can create a classic, durable finish for a wide variety of design aesthetics.


If you use wood in your bathroom, make sure it has a water-resistant coating., Ceramic tile is a popular choice for bathrooms and kitchen backsplashes because it offers a sleek, easy to clean, waterproof surface. While it’s expensive to install, it is durable and long-lasting.If you choose ceramic tile, make sure it is made for walls and not floors. The two types of tile are different.

, If you like the look of wallpaper or want to add a texture to your walls, vinyl can be a great option. It’s durable, easy to clean, and comes in a lot of fun prints. While vinyl may seem like an odd choice, once you look at your options you’ll see that it’s similar to putting up wallpaper.You can find several different faux finishes in vinyl that can create your favorite aesthetic. For example, you can find faux-exposed brick that you can easily install yourself because it has an adhesive backing.

, While fabric wall coverings are more common in commercial places, they can create richness inside your home. If that’s the look you prefer, then fabric might be the choice for you.


Using fabric can be costly, and it can be hard to clean if it gets stained.
Since it muffles sound, fabric can be a good option for loud spaces such as entertainment rooms or the hallway.
You can find acoustic fabric to coat your walls to muffle sound, or you can attach regular fabric to your walls just as you would wallpaper."
"
Set a budget.,
Go with what draws your eye.,
Think about how you use the room.,
Use your wall covering to change the space.",How to Choose Wall Coverings3," What you choose will depend partially on how much you can spend. Calculate a reasonable estimate of what you can afford before you start making purchases. Consider balancing a small budget with different types of wallcoverings in different rooms or by combining materials.


Remember that you can combine wallcoverings in the same room, so if you really want an expensive wallpaper but can’t afford to cover your whole room in it, consider doing one wall or part of your walls. For example, you could make the smallest wall in your room a focal point with a fun print.

, You may notice that you keep picking up samples that look similar to each other or that the pictures you chose to use for inspiration fit the same style. If you find yourself drawn to a particular print or style, trust your gut, especially if you notice that your other belongings also fit that style.Going back to the same print or color over and over is a good sign that it’s the right choice for you.


If you’ve gathered samples of wall coverings, go through them to look for similarities between prints and colors to see if you’re picking the same thing repeatedly.

, How you will use the room should help you determine which covering to choose. For example, you may want to use a calmer print or color in your bedroom, while your entertainment room can be covered in a more festive wallcovering.Make sure that bathroom wall coverings can resist moisture, heat, and cleaning. Look for durability in frequently cleaned rooms like your bathroom and kitchen, as well as high-traffic rooms.For example, a wall with light switches may show fingerprints, and a wall that backs dining room chairs may receive furniture scuff marks.
Choose child-friendly materials if you have children. For example, wallpaper in a child’s room can be removed or colored on by your child.

, If there is something that you don’t like about a room, such as it’s too dark, small, or boring, choose a wall covering that eliminates what you hate.You can use prints or colors to make the space better fit your style needs, or you can use design tricks to make the space look bigger.


Lighter colors or thin, vertical prints such as narrow stripes can make your room look larger.
You could also make a small room look larger with a small print or a bright color.
You could make a boring room fun with a stylish print.

"
"
Turn it into a bookshelf.,
Install sconces.,
Place tall items in front of the wall.",How to Decorate a Big Wall2," If you have a lot of books, or a collection of figures you’d like to display, shelves can really make the space look sophisticated.You can purchase a book shelf, and secure it to the wall, or you can install shelves directly on the wall.


You can then decorate the shelves with books, figurines, vinyl records, or a combination of many different things.
Make sure you clean the shelves often, as they tend to collect a layer of dust rather quickly.

, For a more regal look, you can install wall sconces.A sconce is a decorative wall bracket for holding candles or lights. These come in a number of different designs, and may have electric lights or a place to install a candle that you can light. Installing one or two large sconces will give your wall a new look, especially if you also install a large portrait or photograph.


Be careful when burning candles! Do not leave a lit candle unattended.

, If the wall is very tall, you can use tall furniture to help break it up. For example, by placing chairs or sofas which have high backs against the wall. These pieces will help break up the wall because they provide something interesting to look at, and take up some of the wall space.You can also try placing one or two tall plants next to the wall. These will have the same effect as the furniture, but make sure the plants can survive with the amount of light they will receive in that area.Be sure to keep the plant healthy and well-pruned! If the plant is brown and wilting, it will create an eye-sore in the room.

"
"
Add a huge poster or picture.,
Display photos.,
Hang framed maps.,
Hang unframed drawings.If you are a skilled artist, or know someone who is.,
Install upholstered panels.,
Add texture.,
Make a grid photo.",How to Decorate a Big Wall3," You can either hang the picture or you can set it on the floor, if it is big enough. This offers a good alternative to painting or wallpapering, but still makes the wall more interesting.You could also do this with a large mirror.
Be careful if you choose to hang the picture! Some walls may not be able to support the weight, if it is heavy.

, Choose photos that you like of varying sizes, and put them in frames. Hang the photos in the center of the wall.The photos can be of anything you like. It could be family photos, vacation photos, photos of animals, anything!
You can buy frames that all match, or you can choose various funky frames to mix it up a bit.
On a large wall, it is recommended that you hang the pictures somewhat asymmetrically.Try arranging the photos in a mixed pattern on the floor before attaching them to the wall.

, You could choose a map of your city, of places you’ve visited, or of places where significant life events have occurred (e.g. where you were born, where you got married, etc.)More generally, you could consider looking for a map wallpaper, and install that instead.

, You could hang the drawings on the wall in a symmetric fashion.

, For some, using posters or photos might be too obvious. You can also try creating large panels and covering them in fabric.Be sure that you install the panels securely to the wall!

, Try hanging a tapestry on a large wall.The nice thing about this, is that tapestries come in hundreds of colors and designs. When/if you get tired of a particular design, you can change to a new tapestry.


Tapestries can also help to dampen the noise of a room, which can be helpful if you have an especially large room.
Be aware, though, that if the tapestry is hung on a wall that receives direct sunlight for much of the day, that it can fade the tapestry over time.You can occasionally clean the tapestry using a soft, dry brush., If you want to hang a large photo, you can have it printed into a grid (usually 3 or 4 photos, that when put together, make up the whole photo).This will require you to visit a professional photo printer, who can help you blow up the photo of your choice, and print it on canvas or paper.

"
"
Rearrange your furniture.,
Keep a small room sparse.,
Make use of hidden storage and multi-purpose furniture.,
Keep your furniture open.",How to Make Your Room Look Bigger1," When you have a small space, everything in it counts. By arranging your furniture to open up your floor space, you can make your room look bigger. If you don’t have a lot of room, place your larger pieces of furniture near the edges of your room, not in the middle.Sometimes, if you have a few smaller pieces of furniture, you can place these pieces away from the walls. Placing a piece at a diagonal angle toward the middle of your room can give the illusion of space.
Place your bed in a corner of your bedroom to open up the floorspace.
Push your couch up against a wall in your living room to provide an open floor and pathway.
One element of a larger looking room is the ability to move freely about it. Don’t place any furniture in areas that would block a view or ability to easily move about the space.;
, The more furniture you have in any room, the more cramped and smaller it will look. Keep a small room tidy and organized. Start with what you need in a room, these are usually the bigger pieces of furniture like a bed or couch.


If you have a smaller room, consider only having a couple pieces of furniture in it. Use this piece of furniture to create a focal point. This is one area that draws the eye to it. In your living room, this could be your couch and table. Don’t add unnecessary chairs and knick-knacks, these will only clutter your space.
Don’t hang too many paintings or pictures on your wall. Having a lot of items on your walls creates a cluttered look that makes the space feel more cramped.

, Place your bureau next to the bed and use it as a nightstand. Look for furniture that serves more than one purpose. Get a bed frame that has pull out drawers or is elevated enough to place storage boxes under.


Use a chest as a living room table. It provides a surface to place things on, but also opens up allowing you to store blankets and pillows inside.
Grab a storage ottoman. If you need an ottoman, get one with a lid to keep things out of sight when you don’t need them.
Use an extra kitchen chair as a small bedside table., Get furniture that has open legs, or tables that are glass. Furniture that is elevated with legs makes a room look bigger because it creates more air.Furniture with legs or glass tables allow light to travel around, through, and under the piece, opening up the space.
Attach a folding shelf beneath a window to use as a desk or ironing board. You can fold the desk up when you don’t need it
Ditch the drapes and rugs when you can. Keep a space uncluttered and allow more light in by removing your drapes and rugs. Keeping your windows open allows for more light and depth to your room. A rug with the right pattern can make your room look bigger, but it can also separate parts of the room, making it seem more cramped.

"
"
Install wall sconces along the stairwell.,
Wire some spotlights to highlight nearby artwork.,
Light the stairwell at ground level.,
Hang a series of pendant lamps over the stairs.,
Use touch lights for an easy or temporary solution.,
Dramatize the stairway using a large chandelier.",How to Use Accent Lighting in a Stairwell," A classic and simple way to use accent lighting in a staircase is to install a few wall sconces. Sconces can be placed at regular intervals along the wall, with their heights graduated to follow the slope of the stairs. This type of lighting scheme will cast a gentle wash of light upwards onto your wall, which often helps to make a cramped staircase feel more open.;
, You can both light a stairwell and feature some of your favorite photographs or paintings by using spotlight fixtures. Hang artwork along the walls of your staircase, keeping the height of each frame above the steps constant. Then, install small LED or fluorescent spotlights above each painting; these lights will both accentuate the art and provide some elegant down lighting on the steps.

, A unique way to light a staircase is to provide gentle lighting at the level of the steps themselves. You can install recessed lighting fixtures along the wall to achieve this effect, or even install very small LED string lights underneath the overhanging tread of each step. This type of lighting is excellent for providing safe visibility at night without illuminating too much of the space.

, If your stairwell has a very high ceiling, you can create a dramatic accent lighting setup by using pendant lamps. Use a single pendant lamp for every 4 or 5 steps, keeping each fixture's height above the steps constant. Matching pendant lamps will create a cohesive look, while contrasting fixtures could be used for a bold, eclectic statement.

, If you're looking for a temporary solution or one that doesn't require hardwiring, battery-powered touch lights may be ideal. These small, lightweight fixtures can often be affixed to walls using only adhesive backing. Used in multiples, they can create an elegant accent lighting scheme that belies their low cost.

, If you are hoping to add some drama and interest to the stairwell through accent lighting, try a single, large hanging fixture. A chandelier or multiple-bulb pendant lamp can create visual interest and light the space adequately as well.

"
"
Pick a theme.,
Find a shape.,
Form a band.,
Keep it close.,
Color a wall.",How to Decorate With Photos," Everything doesn't have to match, but there should be a unifying aspect. Group pictures of your family or friends, black-and-white shots, nature images, or place mismatched photos in identical frames.;
, Paint a shape (circle, cross, triangle, or diamond) on the wall and hang all the pictures inside.

, Paint a three-foot-high stripe on the wall, four feet off the floor. Hang photos inside.

, Leave one to three inches between each frame.

, Black-and-white shots look best on a colored wall. Color photos look best if the wall color doesn't match

"
"
Take a large piece of cardboard.,
Draw (with a pencil or a felt-pen) a shape in the middle of the card-board.,
Cut it out, but make sure that the ""hole"" is slightly smaller (eg.,
Color the whole thing, back and front.,
Tape a clean film of plastic wrap over the hole.,
Paste some PVA glue on the edges of the picture (in front) and glue it on the back of half-finished frame.,
Take another piece of cardboard and glue it over the back of the picture.

,
After it has all dried, take a very thick piece of cardboard and cut a stand-shaped rectangle.,
Finished.

",How to Display Pictures on Backing," Cut it out in the shape and size of the frame you want. Note: You can also take ideas from other frames.;
, This is to be the ""hole"" through which you can see your picture.

, 2.3cm) than the picture itself.

, Remember to color both sides the same color(s).

, This is to protect the picture when it is inside and to make it look glossy.

, Remember: the front should be shown. (See ""Warning"" number 1)

,, Fold one end and glue it on the back of the frame and color.

,"
