headline,title,text
"
Use melee when you loot.,
Use grenade launchers for grinding.,
Learn about the zombies.,
Do NOT spread your stats.",How to Level Up and Loot in Dead Frontier," It creates the lowest aggro. Try to pump agility and endurance to loot better.;
, Try not to use melee machine guns. Grenade Launchers are great for grinding get high aggro and start kicking some butt!

,

Greys: weak, easy to kill, good for grinding. They show up 1-10 blocks in the inner city.






Purples: They are a little bit tougher, but they give experience. They show up 10-20 blocks in the inner city.






Reds: These guys can pack a punch and will kill low levels in one hit. The long arms can catch you easily and kill you if you can't run fast or have high endurance. When they sprint, you're likely to die!







, It makes them useless. Try to put skill points to 100 and stats to 100 then move on.

"
"
Play with it nearly everyday.,
Go shopping.,
Give it school education.,
Make friends.,
Give your baby a cute name.,
Keep it clean.,
Give your baby loads of cuddles!,
Buy passes.,
Take the baby for walks.,
Buy loads of toys so that they can play for a little while.

,
Read to them most of the time, because they start to listen to you.

,
Buy new clothes for the baby, they love that!,
Take your baby to Dancing lessons, swimming lessons, music lessons and also art lessons.

,
Send your baby to the dinner hall at the nursery about 2 times a day and then feed them once yourself.,
Take the baby to the playground and the library.

",How to Look After Your Baby on Babydow," You don't have to play with it for long; maybe if you just look after it for about 15 minutes. That way you are still making the effort.



 ;
, Buying Milk, fish, fruit, veg and yogurts always make a Babydow baby happy. Keep it healthy, you will also see stars below the food item. If it has a lot of stars by the product, it means it is good to use.

, You should send the baby to an expensive school or a good nursery.





, Making friends on Babydow is great because you can add them and then when the other person comes online, your baby and also their baby can play together.

, Keep it as cute as possible.





, Bathe it daily and change its nappy.

, They really love cuddles.

, Even if you just have one, it's OK, but use it on the right stuff.

, It keeps them healthy.

,,, You need plenty of shoes and coats.

,, Feed when they wake up, feed again in the afternoon and a snack before going to bed.

,"
"
Create an Arcanists account.,
Set your hairstyle/hat to the hood.

,
Set your beard/accessories to the bandana.

,
Set the body to the one resembling a tabard.

,
Choose your colors wisely.,
Learn to play Arcanists skillfully.",How to Look Like a Ninja on Arcanists (F2P)," Try to be original as well as ninja. Nobody likes names with a lot numbers behind them. However, its better to have a numbered ninja than a numberless nerd.;
,,,, Ninjas must look awesome; it's the law.

, Winning is an important part of looking ninja.

"
"
Find out if you do have the Food Production going down.,
Upgrade Farms/Build Farms.,
Lower the amount of your army.,
Research Agriculture in your Academies.,
Buy Food from the Marketplace.,
Ask some of your people if your alliance.",How to Keep the Food Net Production Out of Red on Evony," If it is decreasing, then you know that the production is going short. Or if you see numbers that are red beside the number of food you have in the city, then you know it's going down.

, This is very important. Farms are the main source of food in Evony and if you don't have enough, you are going to be in big trouble in the future. If you do not have enough slots to build farms, then destroy some other resource fields. Like Quarry's, stone is useless in the game. You could buy them at a decent price.

, If you have such a big army, then they will need a lot of food. Resulting the loss of food. You can shorten your army and you will see productions raise depending on how much you release. But do not shorten all of your army, someone may be attacking you and you have no defense for it.

, Researching this helps increase the production by 10% every time you research it. Build more cities to research more things.

, Food is at a very decent price. Like in na47, if you buy 1,000,000 food, it is priced at 496,000 gold. Sell some of your lumber/iron to earn some gold. You can earn a lot of it if you keep selling them.;
, Some people in your alliance might have some food to spare. You can ask them through alliance chat and see if they can spare. You must give them your coordinates so they know where to send it.


Numerous people can send food to you.

"
"
Make sure you know what you are looking for in a clan.,
Upon finding a clan that suites your fancy you may ask the clan leader to join.,
Once accepted, you will get the clan password.,
Click ""Clan"" to input the name of your clan as well as the password you have received.

,
Upon Joining you see your clan's news, forums, members, etc.,
To leave the clan you can click ""Clan Options"" which is located in ""Clan"" as well, then click ""Leave this clan"" and you will leave the clan.

",How to Join the Right Clan in Syrnia," Also you may want to remain clan less for a while to see ALL the clans that are out there.;
, Some clans do have requirements so make sure you fulfill them all before asking!

, This is needed to successfully join the clan and become part of it. The pass is case-sensitive so make sure everything is spelled correctly.

,, just click ""Clan"" underneath your inventory.

,"
"
Enter steps here to describe your method in detail.,
If this is your first time going to kill a monster, go to map 3, you will see him/her there.,
If the Khezu don't know that you are in it, place 'hit it' with a paint ball.",How to Kill a Khezu in Monster Hunter," Bring 10 herbs, 4 tranquilizers, 3 paintballs and a shock trap. You can have 2 shock traps when you are in the quest, and if you have an iron katana with no upgrade, you are good to go. But when it is upgraded you'll be able to kill that monster.;
, Do not place the shock trap yet if you are playing this on Monster Hunter 2; you can capture your monster anyway. Let's go to hunt the Khezu.

, Don't attack yet, because he will do the electric shock defensive course now. Attack it, but if he does the electric shock, get out of his way or you will catch his electricity.


If you are using a katana, that is good because you beat the Khezu with an iron katana. Make sure your katana is full tip always hit the Khezu in 1 side of it's leg now.
Always attack his 1 side leg. If he falls down, attack his head repeatedly. If he gets back up, hit his leg again.
If he is not moving or it's mouth is going blue or colored place the shock trap and attack it. If he doesn't get in the map 3, attack him again, but be be careful; it will give you more damage if you catch the shock now if he goes to map 3. Go there, I am sure the Khezu is sleeping there now.
If you are playing Monster Hunter Fu, place the shock trap and start attacking it and it will be dead for soon. But when you are playing Monster Hunter 2, place the shock trap in it's position. Then, in his paralysis, throw the tranquilizer to it, and it will fall asleep.

"
"
Consider this a checklist of things to consider.,
Rewards in DDO boil down to 3 things: XP, Loot, and Favor.,
Play a Cleric.,
Don't go for the bonus XP such as ""conquest"" or ""ransack"" unless it is really easy.,
Always do quests on the maximum difficulty that can be *safely* accomplished by your party.,
Build or join parties with your level as the minimum, and your level + 3 as the maximum.,
Don't be afraid of 10% or 20% penalties for doing a quest that is a little below the group level.,
Don't be afraid of the 50% ""power level"" XP nerf on longer of higher level quests.",How to Keep up in Ddo As a Casual Player," Not everything here will work for everyone. But much of it will work well for most people.;
, Always shoot for getting all three. Don't do XP runs to level up, and favor runs to get some other goal later... Get them both along with some good loot in every quest you run. Use the quest chart (under the star icon, hereafter called the ""star chart"") to track what you have already done. Never redo a quest at the same or lower difficulty unless it is particularly fun for you.

, The demand for Clerics is very high, as they make it easier for all other classes to succeed. If you play a Cleric, you will be able to spend less of your rare game time looking for groups. And, in most cases you will be able to control what quests the group will do, allowing you to avoid repeating quests that you have already done.

, In one hour, you might be able to run 4 quests quickly and without bonuses for a total of 10,000 XP. But if you take the time to get the bonuses, you might get more XP per quest, but only complete 3 quests in the same hour for a total of 9,000 XP. And you will have less loot and favor too. Break every box or barrel you see while running through the quest though. It takes no time, and most of the time will add up to a 10% increase.

, The bonuses from doing quests on high difficulty (or doing higher level quests than you can handle) are very tempting. But you lose far more in one failure than you will make up in the bonuses of several hard quests.

, Getting the most out of limited play time means accomplishing goals as quickly as possible. What your party can accomplish, and how fast, depends on the total ability of the party. Putting a couple of higher level players next to you does more to help you succeed than having that uber weapon you keep hoping to pull.

, You can literally run some quests 2 or 3 times as fast when you are a little above level. So, even though you take a small penalty in XP per quest, you more than make up for it by being able to run more quests in less time.

, The 50% penalty only applies to the base XP for the quest. So, if you have made it to level 10, one option would be to do all of the level 9 quests that take an hour to finish and give 1500 to 3000 XP. For a casual player, it might take a month or more to level up using this method. Or, you could build a level 10 to 14 party that includes a couple of good level 14 players, and then do Madstone Crater on normal, hard, and elite difficulties. The base XP of Madstone Crater is around 15,000 XP. You will get a conquest bonus without any extra effort most of the time, which is about 3250 XP. You will get a first time bonus of either 3250 or 6500 depending on difficulty. And you will get a few other bonuses as you complete it. So, even with the 50% penalty, you will be getting over 15,000 XP on normal and hard, and over 18,000 XP on elite. Continue this with other Gianthold quests and you will soon level up to where you are no longer taking a penalty.

"
"
Choose a class suitable for kiting.,
Find a place suitable for kiting.,
Find a target.,
Get a movement speed buff.,
Snare the target.,
Begin kiting.,
Meditate to regain your mana, and repeat the process.,
Understand the strength of the ""mob"" you are about to kill, look it up on online, make sure it does not summon.",How to Kite Mobs in Everquest," Obviously, melee classes won't be able to accomplish this task with the exception of the shadow knight. Druids, wizards, necromancers and bards are particularly adept at kiting, and druids obtain kiting spells particularly early in the game. The ability to snare is not mandatory, but it is very helpful. Together, Snare (or another speed debuff) and movement speed (Spirit of Wolf, Selo's Acceleration, etc.) make it much, much easier.;
, Large, wide-open areas are generally preferred, though a skilled kiter can kite in dungeons.

, Ideally, kite targets should be melee fighters only. Spellcasters tend to cause problems during kiting since they can hit you from a distance. Similarly, watch out for targets that use ranged attacks .


Most classes can bring down a yellow or white-con target without draining a full bar of mana.

, Cast, or have someone cast Spirit of Wolf/Spirit of Eagle on you. Again, movement speed increases are not necessary if you can snare, but they make the process easier and give you a backup method for escape, should your snare break or be resisted when you're not expecting it.

, This is one of the primary techniques for kiting, and is often referred to as 'snare kiting'. When the target is snared, you can easily stay ahead of it during the kiting process.

,


Maintain a good distance from your target before you start casting a spell. It helps to know the approximate number of seconds that it takes to cast a particular spell.
Begin with using your damage over time (DoT) spells, if applicable. These will help to weaken the target, and will save you time spent on waiting for mana later.
Wait for the DoTs to apply a considerable amount of damage. This is necessary so that you are not wasting extra mana in casting your direct damage spells.
Hit your target with your strongest direct damage spell. Continue to hit the target with your direct damage spells until it is defeated.

, Don't forget to loot your kills.

, If this is your first time killing this ""mob"" have full mana(just in case)

"
"
Go to http://house-connington.enjin.com/.,
Register for an account by pressing ""Register"" at the top.

,
Click the link that is in the email you have just received.,
Head to the 'Applications' section of the site, which can be found here.

,
Take a look at the 'Application Sample' and the 'Application Template'.Then, copy all the information in the 'Application Template'.

,
Make your way back to the main 'Application' section and hit 'New Thread' at the top left.

,
Paste all the information from the 'Application Template' into your new thread, and fill out all the details required.

,
Add these three key members of Connington to your Steam:


Morris (Our King)
Dustin (Hand of the king)
Walwin (Highlord)

,


,
Note that once you have completed these steps, an Officer will hopefully confirm your application and let you join the House.",How to Join House Connington,";
,, Do this to confirm your registration, then go back to the original House Connington site.

,,,,,,, From there, an Officer will guide you and introduce you to everyone in the faction on TeamSpeak. Good luck!

"
"
Go on the website: http://woozworld.com and press the button that says: "" Not a member?,
Pick the gender that you are for you and your avatar.

,
Choose the avatar you like the best ( don't worry if the avatars don't look nice,as you level up and get more nice clothes, you will look awesome!,
Put in your birth dates for month, day, and year.,
Put in your email and confirm it.

,
Type in your password and confirm it.

,
Click the box that says: ""My parents and I have read the following documents and agree to them"".

,
Press ""PLAY!""",How to Join Woozworld," Join now!"";
,,).

, If you don't want to share real information, then put in a fake birth date.

,,,, and enjoy!"
