headline,title,text
"
Sort the beans.,
Bring some water to a boil.,
Add the dried beans.,
Simmer the beans for 30-40 minutes.,
Season the beans and serve.",How to Cook Mung Beans1," Slowly pour the beans into a large bowl. As you pour, examine each bean carefully. Sometimes bags of dried beans can have small rocks and other inedible debris mixed in.Remove any suspicious looking beans as well. Old, wrinkled beans won’t soften well and may hurt your teeth.;
, Place a large cooking pot on the stove over high heat. Add about three cups (.7 liters) of fresh water to the pot and let it come to a boil.


Always cook with cold tap water. Hot tap water can dissolve contaminants in pipe systems that will be carried into your food., Add one cup (200 grams) of dried mung beans to the boiling water. Give the beans a good stir to help saturate them completely. Don’t worry if a few beans float on the top. As soon as these beans soak up enough water, they will sink to the bottom.


If want to cook more than one cup of beans, use more water. For every cup of beans, you should boil three cups of water.
One cup of dried mung beans will yield three cups of cooked beans, or approximately three servings.

, After adding the beans, allow the water to return to a boil. Next, lower the heat to medium low. Let the soup simmer for 45 minutes to an hour or until the beans are soft.To check if the beans are ready, remove a small spoonful and allow it to cool before tasting it.


A simmering pot will release a few small streams of bubbles. If the surface of the liquid is bubbling too much, reduce the heat.Resist the urge to add salt until the beans are done cooking. If you add salt while the beans are still simmering, they may become tough., You can blend the soft beans to serve them as a hearty stew, drain them to create a healthy side dish, or add them to your favorite savory recipe. Mung beans can be seasoned with:


raw aromatics such as green onions and fresh herbs
salt, pepper, and olive oil
coconut milkA cilantro, coriander, cumin, and ginger spice blend"
"
Fry 3 cups of onions (in a little oil) in a skillet until they become golden.,
Add 3 cardamoms, 3 cinnamon, 3 cloves.

,
Fry and mash into a paste without adding water.

,
Combine the beef or chicken or prawn in a large skillet or medium pan with:


1 teaspoon salt
1 cup onion
ginger paste
garlic paste
1/2 cumin
chili powder,
masala powder (from above)
2 cups oil

,
Distribute everything evenly and cook the meat until done.,
Bring stir fry oil up to temperature in a fairly large pot and start to stir fry the onions and the rice, basmati or polaw, then the peas.

,
Stir over medium heat until the rice becomes fried.

,
Add the vegetables and continue to stir fry.

,
Add water (as needed) and cover the pot with the lid.

,
Add the meat when the water begins to boil and the rice softens.

,
Stir to mix the ingredients, and cover the pot, then reduce the heat and allow to simmer for 5-15 minutes, covered.

,
Add the masala paste and the masala powder (from above).,
Add the green chili and ghee, raise the heat to medium and cover it again.

,
Reduce the heat to low.

,
Serve the hotchpotch hot.

",How to Make a Party Day Hotchpotch,";
,,,,


Try to cook the meat without water.
If the meat is not tender, add water to soften the meat.

,,,,,,,


Do this only when everything is almost done.

,,,"
"
Sort the beans into the slow cooker.,
Add cooking liquid.,
Add seasonings to the slow cooker.,
Cook the beans.,
Season and serve.",How to Cook Mung Beans2," Slowly pour the beans into the slow cooker, examining each bean carefully. If you find any rocks or unusually hard beans, remove them and throw them away. Otherwise, they may hurt your teeth while you’re eating.When in doubt, throw the bean away. For example, if you’re not sure if a bean is too old to eat or not, play it safe and discard it.

, For every cup (200 grams) of beans, you will need about three cups (.7 liters) of liquid. You can use fresh water, vegetable broth, or meat broth. However, make sure not to overfill the slow cooker.


Most slow cookers have a “fill” line on the inside. Otherwise, only fill the slow cooker halfway full.

, Sprinkle in seasonings such as onion, garlic, or bay leaves. However, wait to add the salt until the beans are cooked to avoid tough beans.Other delicious seasonings include:


Butter
Curry powder
Shallots
Ginger

, Place the lid on your slow cooker and turn it on. You can use the “low” setting to cook the beans for 6.5 hours, creating a creamy, soup-like texture. Alternatively, cook the beans on “high” for 3 hours to create a thinner bean dish.After one hour, sample the beans periodically to check for doneness. The beans will be done when they’re soft and flavorful.

, Salt and pepper the cooked beans to taste. After seasoning, serve the beans immediately. You can add extra cooking liquid to create a vegetable soup, on a bed of rice, or by themselves as a healthy side dish.


Leftover beans can be kept in the refrigerator for up to five days."
"
Pour the dry mung beans into a large bowl.,
Pour water over the beans.,
Soak the beans for twenty four hours.,
Drain the water and cover the beans.,
Examine the beans.,
Serve the beans.",How to Cook Mung Beans3," Pour the beans very slowly, examining each bean. This will allow you to identify any rocks or other small debris that got caught in the beans.If a bean looks suspicious, play it safe and take it out.

, Measure out two or three cups (.5-.7 liters) of water for every cup (200 grams) of beans.Next, pour the water over the beans. Don’t worry about any beans that float to the top. They will sink as soon as they soak up enough water.


Cover the bowl with a lid or wrap it in plastic wrap to protect the beans from debris.

, Store the bowl of mung beans in a cool, dark place for at least twenty four hours.This will allow the beans to soak up the water and begin to sprout. Choose a low-traffic location to avoid spilling your beans. Some great storage locations include:


The corner of a pantry
Under your kitchen sink
In an unused cabinet

, After twenty four hours, drain the water away from the beans. You can either dump the entire mixture in a colander or carefully tip the bowl over the sink. Next, cover the bowl with a piece of cheesecloth, gauze, or a thin dishtowel. This will protect the beans while allowing air flow. Return the beans to their cool, dark spot to continue sprouting.
Cheesecloth can be bought at most gourmet grocery stores, cheese making depots, and online.

, After twenty four to forty eight hours have passed, examine the beans to see if they’re ready to eat. Sprouted beans will have a small white tail and a split bean body. If you prefer bean sprouts with longer tails, let the beans continue sprouting for a few more hours.Don’t let the beans sprout for more than a few days. Otherwise, the beans will become waterlogged and flavorless., First, rinse the sprouted beans under cold water to remove any unwanted debris or residue. Allow the beans to dry for a few minutes on a plate lined with a paper towel. Serve the beans immediately. Some excellent serving methods include:


Adding the beans to a salad
Seasoning the beans with olive oil, salt, and pepper for a fresh side dishLining your sandwich with sprouts for a healthy crunch

"
"
Replace most beans with mung beans.,
Add sprouted mung beans to any savory recipe.,
Make a mung bean curry.",How to Cook Mung Beans4," Many bean recipes that call for cooked peas, chick peas, or lentils can use cooked mung beans instead. For example, you can make mung bean falafel by substituting soaked chick peas with cooked mung beans.Some other delicious swaps include:


Using mung beans instead of peas in a split pea soup
Replacing the chick peas in a cold chick pea salad
Substitute mung beans for lentils in a warm lentil salad

, Sprouted mung beans are incredibly versatile. They can be sprinkled on a salad for a crunchy health boost or sautéed in a stir fry. Some other fantastic ways to use freshly sprouted mung beans include:


Adding a layer of bean sprouts to your sandwiches
Stirring mung bean sprouts into your favorite vegetable soup
Garnishing your favorite Asian noodle dish

, The hearty mung bean pairs deliciously with traditional curry flavors such as garam masala, coconut milk, ginger, and lime.Do an online search to find your new favorite mung bean curry recipe. Alternatively, stir some cooked mung beans into your favorite curry recipe to incorporate extra flavor and nutrition. Some excellent curries include:


An Indonesian curry such as Gulai Salai Ikan Khas Palembang


Palak Paneer, an Indian curry
Slow-cooker Chicken Curry

"
"
Soak the mongo beans for 30 minutes.,
Boil the mongoes along with your choice of pork together.,
Prepare slice of onions, garlic, tomato and spring onions.

,
Cut the pork into small dices.

,
After the mongoes have softened from boiling, sauté the mongo beans in a frying pan with a little amount of cooking oil and add your spices.

,
Add water then boil the mongoes for 10 - 15 minutes.

,
Serve in a bowl and eat with rice.

",How to Cook Mongos,";
, Add salt.

,,,,,"
"
Purchase your Kang Kong.,
Remove the leaves and cut the stems into 5cm / 2 inch portions with a diagonal cut to make them attractive.,
Cook or serve your Kang Kong according to some of the following suggestions:


As a stir fry: Heat a wok and add 1 tablespoon of oil.,
Serve immediately.",How to Cook Kang Kong," It's typically sold by the bunch and one bunch is enough to serve 2 for a light meal. Ideally it should be freshly harvested. Look for leaves that are fresh and pert, not wilted or wind damaged. The hollow stems should show signs of being freshly cut and are crisp, stems that were cut the day before tend to dry at the base.;
, The stems require longer cooking time than the leaves.

, When hot, add 1 tablespoon of minced garlic 2 chopped red or green chillies (to taste) and 1 teaspoon minced ginger. Stir fry until the garlic is golden and fragrant - do not burn the spices. Add the Kang Kong stems and stir fry for 2 minutes, then add the leaves. Add 1 tablespoon of hoisin, barbecue or oyster sauce and add a little soy sauce to taste. Garnish with chilli slices or toasted sesame seeds. (Serves 2)
Stir fry as per the above suggestion with ginger and garlic and include some fried firm tofu or egg noodles to the wok, coating with the sauce. This will bulk the recipe out to make it more of a central meal than as a side dish.
As a soup: Warm a saucepan with a little oil and gently stir fry a chopped chilli, 1 teaspoon of minced ginger and garlic. Add stock or broth (about 1.5 cups per person) and heat until simmering. Add tamarind paste to taste (about 1 teaspoon for two is mild) and add the Kang Kong stems, 2 sliced spring onions / scallions, a sliced pickled bamboo shoot and a small bunch of mustard greens.  Cook until the vegetables are just tender. Serve this soup hot, garnished with Vietnamese coriander, Thai basil and / or Vietnamese mint. (Serves 2)
As a salad: Wash the Kang Kong and prepare with the leaves and stems separately. In a small bowl, prepare the dressing - mix the juice of 1 lime, 1 chopped chilli, 1 tablespoon of fish sauce, 1 tablespoon of palm sugar and minced garlic to taste. Balance the flavours to your taste to have a combination of sweet, sour, salt and spice. Mix 2 cups of shredded green papaya, a thinly sliced tomato, the kang kong and the dressing and serve, garnished with some toasted crushed peanuts.

, Kang Kong has a wide variety of other uses such as being added into curry sauces, as a soup vegetable or added at a later stage into any stir fry.

"
"
Prepare a cup of rice.,
Soak the rice in pure water for 10 or 20 minutes.,
Remove the rice from the water.,Start boiling the ground or crushed rice,

,
While the boiling the rice, prepare the following ingredients for adding to the porridge: Lemongrass, garlic, salt, chopped raw bamboo shoots, small amount of fish paste, any kind of meat (optional).

,
When the rice is cooked, pour chopped raw bamboo shoots into the pot.

,
Cook for another 30 minutes until the bamboo shoots are cooked.,
Add the ground or crushed garlic, lemongrass, desired amount of salt and fish paste to the pot.

,
Stir the porridge.,
Wait 2 minutes and then add the meat (if using).

,
Stir the porridge again and wait until the meat is cooked.

,
Done.",How to Cook Karen Porridge," The amount of rice or cereal is optional.;
, The longer you soak it, the easier you will find it is to grind or pound it.

, Grind it in a machine or pound it with a mortar and pestle.

,,,, When ready,the color of bamboo shoots will turn to yellow.

,, Taste whether it is salty enough or not (add more if you want to).

,,, The Karen porridge is ready to serve.

"
"
Boil the oxtail in the large pot for approximately 1 hour until cooked.,
Strain the stock and put aside for later.

,
Grind the raw rice and toast in a pan until golden brown.,
Heat the vegetable oil and annatto oil in a large pan.

,
Sauté the garlic and onions in the oil until browned.

,
Add the stock, browned rice, oxtail, and peanut butter.

,
Boil the mixture and simmer for 15 minutes.

,
Season to taste using salt and pepper.

,
Add eggplant, bok choy, and string beans to the stew and let them simmer for a few minutes until cooked.,
Serve with white rice and bagoong and enjoy!

",How to Cook Kare Kare with Oxtail,";
,, Put aside for later.

,,,,,,


Make sure to submerge them in the stew and cover the pot.







,"
"
Cut and rinse the internal organ meat.,
Boil the internal organ meat to sterilize it.,
Cook the internal organ meat to soften it.,
Sear the goat tenderloin.,
Saute aromatics.,
Stir fry and season the papaitan.,
Simmer the papaitan.,
Finish seasoning the papaitan.",How to Cook Papaitan," Cut the internal organ meat (tripe, liver, kidney, heart, pancreas) into 1-inch cubes. If you're using goat intestines, carefully slice down the length of the intestines with a sharp knife. Rub down the intestines and innards with lime juice and rinse the innards off with water.Avoid taking care of young children while handling the raw intestines and internal organs. These meats can carry bacteria, so wash and sanitize your hands after handling them.;
, Place the cubed internal organ meat in a large pot. Cover the meat with cold water so that it's covered. Bring the meat to a boil over high heat. Boil the internal organs for 5 full minutes. Drain the internal organs into a colander in your kitchen sink.


Boiling the innards will kill any bacteria. During this time, you should clean and sanitize your kitchen, especially any equipment that came into contact with the raw internal organs.

, Check over the internal organ meat to make sure it's clean. Return the meat to the cooking pot and cover it with fresh cold water. Bring the meat to a boil and continue boiling until it's tender.Depending on what meats you used, it may take several hours before the internal organs are tender. Check the meats every 20 to 30 minutes if you're unsure how long you'll need to boil them.

, Cut the goat tenderloin into 1/2-inch cubes. In another large pot, heat 2 tablespoons of oil over medium-high heat. Add the tenderloin and cook it until it browns on all sides. You'll need to stir it frequently so it doesn't stick and burn. Remove the browned tenderloin to a separate bowl.


You may need sear the tenderloin in batches if you think your pan is too small or the goat would be too crowded.

, The bottom of your pan should still look oily. If not, add another tablespoon of oil to the pan. Peel and thinly slice the fresh ginger, 1 medium onion, and 1 head of garlic. Add this to your pan and cook the aromatics until they're soft and you can smell them. Stir in the pre-cooked internal organs and entrails (intestines, if you're using them).

You'll only need to cook these for a few minutes. Keep an eye on them and stir them occasionally so they don't burn.

, Stir fry the mixture until a little the meat releases a little moisture. Season the papaitan with salt and pepper to your taste. Let it cook for a few minutes over medium-high and add enough water to cover the papaitan.At this point, you can taste the papaitan. Just keep in mind that it will soften a lot after you finish simmering it.

, Add the seared goat tenderloin to the papaitan and continue to simmer the papaitan until the tenderloin is completely cooked and tender. The papaitan should be covered with water and you'll want to cook it for 2 to 3 hours. Continue to taste and season the papaitan, adding more bile for a more bitter taste.Make sure that the papaitan doesn't boil or bubble too much. If it boils, the water will cook out and burn the papaitan on the bottom of the pot.

, Split the chili peppers lengthwise and add them to the papaitan. Pour small amounts of bile into the papaitan, tasting after each addition. Add fish sauce to your liking and taste the papaitan again. When you're ready to serve the dish, garnish it with chopped scallions.For example, try adding 1/8 teaspoon and taste before adding another 1/8 of a teaspoon of bile. This will keep the dish from becoming too bitter.

"
